flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20230208142905,14:29:05,2023-02-08,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,343.948364,172.356964,0.498887,466.002777

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,254.419327,6990.941895,1
0.010000,295.014038,6990.941895,1
0.020000,309.575562,6990.941895,1
0.030000,317.041382,6990.941895,1
0.040000,320.765381,6990.941895,1
0.050000,322.790985,6990.941895,1
0.060000,324.020874,6990.941895,1
0.070000,324.900635,6990.941895,1
0.080000,325.519684,6990.941895,1
0.090000,325.968506,6990.941895,1
0.100000,326.363678,6990.941895,1
0.110000,326.618317,6990.941895,1
0.120000,326.827881,6990.941895,1
0.130000,327.005280,6990.941895,1
0.140000,327.154388,6990.941895,1
0.150000,327.244171,6990.941895,1
0.160000,327.355042,6990.941895,1
0.170000,327.444794,6990.941895,1
0.180000,327.485931,6990.941895,1
0.190000,327.523468,6990.941895,1
0.200000,327.553864,6990.941895,1
0.210000,327.556732,6990.941895,1
0.220000,327.597137,6990.941895,1
0.230000,327.583557,6990.941895,1
0.240000,327.572815,6990.941895,1
0.250000,327.575317,6990.941895,1
0.260000,327.548157,6990.941895,1
0.270000,327.533478,6990.941895,1
0.280000,327.520264,6990.941895,1
0.290000,327.499512,6990.941895,1
0.300000,327.498779,6932.687988,2
0.310000,327.302094,6874.433594,2
0.320000,327.238098,6816.179199,2
0.330000,327.067139,6757.924805,2
0.340000,327.005981,6699.670410,2
0.350000,326.801788,6641.416504,2
0.360000,326.745972,6583.162109,2
0.370000,326.545013,6524.907715,2
0.380000,326.330780,6466.653320,2
0.390000,326.251740,6408.399414,2
0.400000,326.067200,6350.145020,2
0.410000,325.980652,6291.890625,2
0.420000,325.751068,6233.636230,2
0.430000,325.686340,6175.381836,2
0.440000,325.472107,6117.127930,2
0.450000,325.212128,6058.873535,2
0.460000,325.134521,6000.619141,2
0.470000,324.903137,5942.364746,2
0.480000,324.635620,5884.110840,2
0.490000,324.550140,5825.856445,2
0.500000,324.326263,5767.602051,2
0.510000,324.050903,5709.347656,2
0.520000,323.966156,5651.093262,2
0.530000,323.696838,5592.839355,2
0.540000,323.401093,5534.584961,2
0.550000,323.142181,5476.330566,2
0.560000,322.841766,5418.076172,2
0.570000,322.754517,5359.822266,2
0.580000,322.482361,5301.567871,2
0.590000,322.189453,5243.313477,2
0.600000,325.273987,6990.941895,3
0.610000,325.727478,6990.941895,3
0.620000,325.727112,6990.941895,3
0.630000,325.645203,6990.941895,3
0.640000,325.543640,6990.941895,3
0.650000,325.412048,6990.941895,3
0.660000,325.329071,6990.941895,3
0.670000,325.217499,6990.941895,3
0.680000,325.146332,6990.941895,3
0.690000,325.044739,6990.941895,3
0.700000,324.952850,6990.941895,3
0.710000,324.838043,6990.941895,3
0.720000,324.722900,6990.941895,3
0.730000,324.604858,6990.941895,3
0.740000,324.504730,6990.941895,3
0.750000,324.411041,6990.941895,3
0.760000,324.279419,6990.941895,3
0.770000,324.174286,6990.941895,3
0.780000,324.059845,6990.941895,3
0.790000,323.932526,6990.941895,3
0.800000,323.817383,6990.941895,3
0.810000,323.694000,6990.941895,3
0.820000,323.587402,6990.941895,3
0.830000,323.428284,6990.941895,3
0.839999,323.313843,6990.941895,3
0.849999,323.185791,6990.941895,3
0.859999,323.037384,6990.941895,3
0.869999,322.913300,6990.941895,3
0.879999,322.792755,6990.941895,3
0.889999,322.646484,6990.941895,3
