flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20230208142951,14:29:51,2023-02-08,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,272.805573,94.170212,0.654808,486.482635

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,181.698563,6990.941895,1
0.010000,235.128159,6990.941895,1
0.020000,251.238586,6990.941895,1
0.030000,257.012115,6990.941895,1
0.040000,258.965149,6990.941895,1
0.050000,259.934662,6990.941895,1
0.060000,260.889160,6990.941895,1
0.070000,261.586182,6990.941895,1
0.080000,262.164459,6990.941895,1
0.090000,262.273560,6990.941895,1
0.100000,262.724884,6990.941895,1
0.110000,263.074646,6990.941895,1
0.120000,262.856140,6990.941895,1
0.130000,262.722717,6990.941895,1
0.140000,262.702332,6990.941895,1
0.150000,262.889740,6990.941895,1
0.160000,262.497437,6990.941895,1
0.170000,262.144440,6990.941895,1
0.180000,261.877289,6990.941895,1
0.190000,261.353729,6990.941895,1
0.200000,260.760071,6990.941895,1
0.210000,260.207886,6990.941895,1
0.220000,259.598145,6990.941895,1
0.230000,258.696564,6990.941895,1
0.240000,257.450928,6990.941895,1
0.250000,256.262177,6990.941895,1
0.260000,254.970428,6990.941895,1
0.270000,254.250168,6990.941895,1
0.280000,253.620392,6990.941895,1
0.290000,252.982742,6990.941895,1
0.300000,252.421982,6932.687988,2
0.310000,251.429916,6874.433594,2
0.320000,250.576965,6816.179199,2
0.330000,249.476913,6757.924805,2
0.340000,248.560669,6699.670410,2
0.350000,247.709518,6641.416504,2
0.360000,246.907349,6583.162109,2
0.370000,246.446732,6524.907715,2
0.380000,246.022583,6466.653320,2
0.390000,245.818024,6408.399414,2
0.400000,245.767593,6350.145020,2
0.410000,246.093033,6291.890625,2
0.420000,246.651642,6233.636230,2
0.430000,247.229584,6175.381836,2
0.440000,247.854355,6117.127930,2
0.450000,248.064285,6058.873535,2
0.460000,248.031021,6000.619141,2
0.470000,247.649429,5942.364746,2
0.480000,247.016434,5884.110840,2
0.490000,246.501801,5825.856445,2
0.500000,245.805145,5767.602051,2
0.510000,245.183228,5709.347656,2
0.520000,244.750854,5651.093262,2
0.530000,244.305969,5592.839355,2
0.540000,244.015930,5534.584961,2
0.550000,243.500229,5476.330566,2
0.560000,243.083237,5418.076172,2
0.570000,242.648361,5359.822266,2
0.580000,242.160202,5301.567871,2
0.590000,241.766449,5243.313477,2
0.600000,242.703430,6990.941895,3
0.610000,242.910507,6990.941895,3
0.620000,242.939835,6990.941895,3
0.630000,243.157990,6990.941895,3
0.640000,243.431931,6990.941895,3
0.650000,243.810654,6990.941895,3
0.660000,244.396088,6990.941895,3
0.670000,245.013351,6990.941895,3
0.680000,245.846985,6990.941895,3
0.690000,246.820801,6990.941895,3
0.700000,247.850769,6990.941895,3
0.710000,248.697281,6990.941895,3
0.720000,249.259827,6990.941895,3
0.730000,249.871735,6990.941895,3
0.740000,250.013351,6990.941895,3
0.750000,250.148178,6990.941895,3
0.760000,250.222916,6990.941895,3
0.770000,250.235794,6990.941895,3
0.780000,250.563385,6990.941895,3
0.790000,250.688904,6990.941895,3
0.800000,250.997894,6990.941895,3
0.810000,251.317627,6990.941895,3
0.820000,251.488922,6990.941895,3
0.830000,251.636261,6990.941895,3
0.839999,251.519684,6990.941895,3
0.849999,251.467102,6990.941895,3
0.859999,251.235016,6990.941895,3
0.869999,251.193878,6990.941895,3
0.879999,251.311188,6990.941895,3
0.889999,251.623032,6990.941895,3
