Timestamp,ID,Device Name,Nutrient,Moisture,Temperature,Medium,Nutrient min,Nutrient max,Moisture min,Moisture max,Note
23/03/2022 15:09,439,Pulse-BC04,2.01,49,79.2,Mixed medium,0,15,0,100,Ceol 43
23/03/2022 15:10,440,Pulse-BC04,1.98,46,76.3,Mixed medium,0,15,0,100,Ceol 45
23/03/2022 15:11,441,Pulse-BC04,1.82,46,76.6,Mixed medium,0,15,0,100,Hear 21
23/03/2022 15:11,442,Pulse-BC04,1.77,46,76.1,Mixed medium,0,15,0,100,Hear 4
23/03/2022 15:11,443,Pulse-BC04,2.11,52,77,Mixed medium,0,15,0,100,Rhov 50
23/03/2022 15:12,444,Pulse-BC04,2.09,52,78.6,Mixed medium,0,15,0,100,Ceol 25
23/03/2022 15:12,445,Pulse-BC04,1.87,42,80.4,Mixed medium,0,15,0,100,Rhov 37
23/03/2022 15:12,446,Pulse-BC04,2.19,51,80.4,Mixed medium,0,15,0,100,Rhov 21
23/03/2022 15:12,447,Pulse-BC04,2.15,55,76.5,Mixed medium,0,15,0,100,Hear 2
23/03/2022 15:13,448,Pulse-BC04,2.25,55,76.8,Mixed medium,0,15,0,100,Rhov 44
23/03/2022 15:13,449,Pulse-BC04,2.4,51,76.1,Mixed medium,0,15,0,100,Ceol 29
23/03/2022 15:13,450,Pulse-BC04,1.9,40,77,Mixed medium,0,15,0,100,Hear 23
23/03/2022 15:14,451,Pulse-BC04,1.78,43,81.5,Mixed medium,0,15,0,100,Rhov 2
23/03/2022 15:14,452,Pulse-BC04,1.65,38,78.4,Mixed medium,0,15,0,100,Rhov 51
23/03/2022 15:15,453,Pulse-BC04,1.75,43,76.1,Mixed medium,0,15,0,100,Hear 3
23/03/2022 15:16,454,Pulse-BC04,1.9,43,79.3,Mixed medium,0,15,0,100,Rhov 23
23/03/2022 15:16,455,Pulse-BC04,2.17,51,79.5,Mixed medium,0,15,0,100,Rhov 7
23/03/2022 15:17,456,Pulse-BC04,1.77,43,77.4,Mixed medium,0,15,0,100,Hear 15
23/03/2022 15:18,457,Pulse-BC04,2.06,48,86.5,Mixed medium,0,15,0,100,Rhov 16
23/03/2022 15:19,458,Pulse-BC04,1.45,36,88,Mixed medium,0,15,0,100,Hear 20
23/03/2022 15:19,459,Pulse-BC04,2.04,45,83.7,Mixed medium,0,15,0,100,Rhov 5
23/03/2022 15:20,460,Pulse-BC04,2.01,49,76.6,Mixed medium,0,15,0,100,Rhov 14
23/03/2022 15:24,461,Pulse-BC04,2.16,47,74.8,Mixed medium,0,15,0,100,Rhov 25
23/03/2022 15:25,462,Pulse-BC04,1.83,42,76.5,Mixed medium,0,15,0,100,Ceol 5
23/03/2022 15:25,463,Pulse-BC04,1.97,44,76.6,Mixed medium,0,15,0,100,Ceol 47
23/03/2022 15:25,464,Pulse-BC04,1.88,42,76.3,Mixed medium,0,15,0,100,Ceol 6
23/03/2022 15:25,465,Pulse-BC04,2.3,55,78.3,Mixed medium,0,15,0,100,Rhov 45
23/03/2022 15:26,466,Pulse-BC04,2.07,49,80.8,Mixed medium,0,15,0,100,Rhov 8
23/03/2022 15:26,467,Pulse-BC04,2.36,55,78.3,Mixed medium,0,15,0,100,Rhov 22
23/03/2022 15:28,489,Pulse-BC04,1.91,48,78.3,Mixed medium,0,15,0,100,Rhov 30
23/03/2022 15:29,490,Pulse-BC04,1.83,43,83.3,Mixed medium,0,15,0,100,Ceol 4
