flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00342_20220418132159,13:21:59,2022-04-18,PFA-00370,PSA-00387,PSF-00342,385.645508,93.086243,0.758622,0.000000,0.000000,0.000000,0.239217

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,266.017914,5977.226074
0.010000,332.970856,5977.226074
0.020000,350.108398,5977.226074
0.030000,355.986725,5977.226074
0.040000,357.668640,5977.226074
0.050000,358.160736,5977.226074
0.060000,358.545197,5977.226074
0.070000,359.227539,5977.226074
0.080000,360.317230,5977.226074
0.090000,361.803162,5977.226074
0.100000,363.653900,5977.226074
0.110000,365.842590,5977.226074
0.120000,368.090637,5977.226074
0.130000,370.360504,5977.226074
0.140000,372.592102,5977.226074
0.150000,374.691010,5977.226074
0.160000,376.630798,5977.226074
0.170000,378.339874,5977.226074
0.180000,379.869446,5977.226074
0.190000,381.144409,5977.226074
0.200000,382.220856,5977.226074
0.210000,383.059509,5977.226074
0.220000,383.727539,5977.226074
0.230000,384.246826,5977.226074
0.240000,384.707092,5977.226074
0.250000,385.041840,5977.226074
0.260000,385.312927,5977.226074
0.270000,385.486359,5977.226074
0.280000,385.597229,5977.226074
0.290000,385.645508,5977.226074
0.300000,385.645508,5977.226074
0.310000,385.640137,5977.226074
0.320000,385.603668,5977.226074
0.330000,385.596527,5977.226074
0.340000,385.563965,5977.226074
0.350000,385.530365,5977.226074
0.360000,385.453461,5977.226074
0.370000,385.384796,5977.226074
0.380000,385.320435,5977.226074
0.390000,385.249268,5977.226074
0.400000,385.204193,5977.226074
0.410000,385.164856,5977.226074
0.420000,385.109436,5977.226074
0.430000,385.067596,5977.226074
0.440000,385.043976,5977.226074
0.450000,385.053284,5977.226074
0.460000,385.059723,5977.226074
0.470000,385.036835,5977.226074
0.480000,385.013214,5977.226074
0.490000,384.972809,5977.226074
0.500000,384.956360,5977.226074
0.510000,384.880188,5977.226074
0.520000,384.830109,5977.226074
0.530000,384.818665,5977.226074
0.540000,384.787903,5977.226074
0.550000,384.781494,5977.226074
0.560000,384.763245,5977.226074
0.570000,384.762878,5977.226074
0.580000,384.746429,5977.226074
0.590000,384.726044,5977.226074
0.600000,384.688843,5977.226074
0.610000,384.645569,5977.226074
0.620000,384.613403,5977.226074
0.630000,384.575500,5977.226074
0.640000,384.529724,5977.226074
0.650000,384.461395,5977.226074
0.660000,384.383087,5977.226074
0.670000,384.305115,5977.226074
0.680000,384.233948,5977.226074
0.690000,384.134186,5977.226074
0.700000,384.059784,5977.226074
0.710000,384.006866,5977.226074
0.720000,383.983612,5977.226074
0.730000,383.946777,5977.226074
0.740000,383.892761,5977.226074
0.750000,383.839844,5977.226074
0.760000,383.754028,5977.226074
0.770000,383.654938,5977.226074
0.780000,383.558044,5977.226074
0.790000,383.447174,5977.226074
