flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00342_20220503115131,11:51:31,2022-05-03,PFA-00370,PSA-00387,PSF-00342,0.000000,0.000000,0.000000,58.522224,59.798599,-0.021810,0.448533

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,58.522224,9962.056641,1
0.010000,57.439327,9962.056641,1
0.020000,54.240345,9962.056641,1
0.030000,49.303291,9962.056641,1
0.040000,41.312099,9962.056641,1
0.050000,24.924873,9962.056641,1
0.060000,6.180882,9962.056641,1
0.070000,1.343250,9962.056641,1
0.080000,1.086831,9962.056641,1
0.090000,0.958085,9962.056641,1
0.100000,0.853658,9962.056641,1
0.110000,0.762105,9962.056641,1
0.120000,0.724554,9962.056641,1
0.130000,0.694156,9962.056641,1
0.140000,0.690937,9962.056641,1
0.150000,0.676274,9962.056641,1
0.160000,0.683069,9962.056641,1
0.170000,0.686646,9962.056641,1
0.180000,0.689149,9962.056641,1
0.190000,0.689507,9962.056641,1
0.200000,0.687003,9962.056641,1
0.210000,0.669837,9962.056641,1
0.220000,0.684500,9962.056641,1
0.230000,0.679135,9962.056641,1
0.240000,0.687361,9962.056641,1
0.250000,0.679135,9962.056641,1
0.260000,0.668406,9962.056641,1
0.270000,0.669479,9962.056641,1
0.280000,0.678062,9962.056641,1
0.290000,0.673056,9962.056641,1
0.300000,0.669479,9879.045898,2
0.310000,0.662684,9796.036133,2
0.320000,0.661612,9713.025391,2
0.330000,0.670552,9630.014648,2
0.340000,0.655174,9547.004883,2
0.350000,0.667334,9463.994141,2
0.360000,0.654101,9380.984375,2
0.370000,0.653028,9297.973633,2
0.380000,0.651240,9214.962891,2
0.390000,0.650883,9131.953125,2
0.400000,0.646591,9048.942383,2
0.410000,0.638723,8965.932617,2
0.420000,0.652671,8882.921875,2
0.430000,0.626922,8799.911133,2
0.440000,0.634074,8716.901367,2
0.450000,0.643373,8633.890625,2
0.460000,0.646949,8550.880859,2
0.470000,0.650883,8467.870117,2
0.480000,0.651598,8384.859375,2
0.490000,0.640154,8301.849609,2
0.500000,0.662684,8218.838867,2
0.510000,0.667334,8135.828613,2
0.520000,0.663400,8052.818359,2
0.530000,0.669122,7969.808105,2
0.540000,0.664830,7886.797363,2
0.550000,0.680923,7803.787109,2
0.560000,0.667691,7720.776855,2
0.570000,0.666976,7637.766602,2
0.580000,0.683427,7554.755859,2
0.590000,0.674486,7471.745605,2
0.600000,0.673413,9962.056641,3
0.610000,0.677347,9962.056641,3
0.620000,0.690579,9962.056641,3
0.630000,0.732422,9962.056641,3
0.640000,0.753880,9962.056641,3
0.650000,0.754595,9962.056641,3
0.660000,0.749588,9962.056641,3
0.670000,0.747085,9962.056641,3
0.680000,0.757098,9962.056641,3
0.690000,0.749946,9962.056641,3
0.700000,0.747800,9962.056641,3
0.710000,0.753164,9962.056641,3
0.720000,0.751019,9962.056641,3
0.730000,0.747085,9962.056641,3
0.740000,0.756741,9962.056641,3
0.750000,0.758529,9962.056641,3
0.760000,0.763178,9962.056641,3
0.770000,0.752449,9962.056641,3
0.780000,0.768542,9962.056641,3
0.790000,0.766397,9962.056641,3
0.800000,0.771403,9962.056641,3
0.810000,0.754595,9962.056641,3
0.820000,0.761032,9962.056641,3
0.830000,0.757813,9962.056641,3
0.839999,0.772119,9962.056641,3
0.849999,0.761747,9962.056641,3
0.859999,0.776052,9962.056641,3
0.869999,0.764608,9962.056641,3
0.879999,0.764608,9962.056641,3
0.889999,0.765681,9962.056641,3
