flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00342_20220411090354,09:03:54,2022-04-11,PFA-00370,PSA-00387,PSF-00342,0.000000,0.000000,0.000000,25.993486,26.396156,-0.015491,0.448533

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,23.653866,9962.056641,1
0.010000,23.716808,9962.056641,1
0.020000,23.686050,9962.056641,1
0.030000,23.539782,9962.056641,1
0.040000,23.394226,9962.056641,1
0.050000,23.326635,9962.056641,1
0.060000,23.275494,9962.056641,1
0.070000,23.280859,9962.056641,1
0.080000,23.264050,9962.056641,1
0.090000,23.276567,9962.056641,1
0.100000,23.253679,9962.056641,1
0.110000,23.266554,9962.056641,1
0.120000,23.262619,9962.056641,1
0.130000,23.265839,9962.056641,1
0.140000,23.267984,9962.056641,1
0.150000,23.288727,9962.056641,1
0.160000,23.281933,9962.056641,1
0.170000,23.293018,9962.056641,1
0.180000,23.314117,9962.056641,1
0.190000,23.323418,9962.056641,1
0.200000,23.327351,9962.056641,1
0.210000,23.323059,9962.056641,1
0.220000,23.314117,9962.056641,1
0.230000,23.310184,9962.056641,1
0.240000,23.302317,9962.056641,1
0.250000,23.319483,9962.056641,1
0.260000,23.330927,9962.056641,1
0.270000,23.289085,9962.056641,1
0.280000,23.189663,9962.056641,1
0.290000,23.036598,9962.056641,1
0.300000,22.919296,9879.045898,2
0.310000,22.774101,9796.036133,2
0.320000,22.724747,9713.025391,2
0.330000,22.681475,9630.014648,2
0.340000,22.652149,9547.004883,2
0.350000,22.682905,9463.994141,2
0.360000,22.685410,9380.984375,2
0.370000,22.699356,9297.973633,2
0.380000,22.704363,9214.962891,2
0.390000,22.709011,9131.953125,2
0.400000,22.725821,9048.942383,2
0.410000,22.737621,8965.932617,2
0.420000,22.742630,8882.921875,2
0.430000,22.742630,8799.911133,2
0.440000,22.722244,8716.901367,2
0.450000,22.658943,8633.890625,2
0.460000,22.584200,8550.880859,2
0.470000,22.506237,8467.870117,2
0.480000,22.428274,8384.859375,2
0.490000,22.383213,8301.849609,2
0.500000,22.297741,8218.838867,2
0.510000,22.275566,8135.828613,2
0.520000,22.226215,8052.818359,2
0.530000,22.039890,7969.808105,2
0.540000,21.927952,7886.797363,2
0.550000,21.919012,7803.787109,2
0.560000,21.930456,7720.776855,2
0.570000,21.938324,7637.766602,2
0.580000,21.973728,7554.755859,2
0.590000,22.010208,7471.745605,2
0.600000,21.919369,9962.056641,3
0.610000,21.863579,9962.056641,3
0.620000,21.880745,9962.056641,3
0.630000,21.934748,9962.056641,3
0.640000,21.977663,9962.056641,3
0.650000,22.057772,9962.056641,3
0.660000,22.146107,9962.056641,3
0.670000,22.249104,9962.056641,3
0.680000,22.325993,9962.056641,3
0.690000,22.405743,9962.056641,3
0.700000,22.450089,9962.056641,3
0.710000,22.460102,9962.056641,3
0.720000,22.460102,9962.056641,3
0.730000,22.425770,9962.056641,3
0.740000,22.345304,9962.056641,3
0.750000,22.306324,9962.056641,3
0.760000,22.272705,9962.056641,3
0.770000,22.249817,9962.056641,3
0.780000,22.222281,9962.056641,3
0.790000,22.176147,9962.056641,3
0.800000,22.306681,9962.056641,3
0.810000,22.379993,9962.056641,3
0.820000,22.395372,9962.056641,3
0.830000,22.393942,9962.056641,3
0.839999,23.303032,9962.056641,3
0.849999,26.283503,9962.056641,3
0.859999,29.180645,9962.056641,3
0.869999,29.733896,9962.056641,3
0.879999,29.924870,9962.056641,3
0.889999,30.106544,9962.056641,3
