flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00342_20220331100523,10:05:23,2022-03-31,PFA-00370,PSA-00387,PSF-00342,418.548706,87.744354,0.790360,0.000000,0.000000,0.000000,0.239217

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,263.276703,5977.226074
0.010000,334.786163,5977.226074
0.020000,355.986359,5977.226074
0.030000,364.379517,5977.226074
0.040000,367.199432,5977.226074
0.050000,369.176392,5977.226074
0.060000,372.105347,5977.226074
0.070000,376.366852,5977.226074
0.080000,381.666901,5977.226074
0.090000,387.581696,5977.226074
0.100000,393.539795,5977.226074
0.110000,399.209625,5977.226074
0.120000,403.987885,5977.226074
0.130000,407.864929,5977.226074
0.140000,410.867218,5977.226074
0.150000,413.168549,5977.226074
0.160000,414.905548,5977.226074
0.170000,416.214813,5977.226074
0.180000,417.145020,5977.226074
0.190000,417.784821,5977.226074
0.200000,418.203247,5977.226074
0.210000,418.442139,5977.226074
0.220000,418.546570,5977.226074
0.230000,418.548706,5977.226074
0.240000,418.496857,5977.226074
0.250000,418.409943,5977.226074
0.260000,418.292297,5977.226074
0.270000,418.191437,5977.226074
0.280000,418.067688,5977.226074
0.290000,417.970428,5977.226074
0.300000,417.892822,5977.226074
0.310000,417.818787,5977.226074
0.320000,417.745483,5977.226074
0.330000,417.696106,5977.226074
0.340000,417.664276,5977.226074
0.350000,417.618866,5977.226074
0.360000,417.567719,5977.226074
0.370000,417.504425,5977.226074
0.380000,417.458649,5977.226074
0.390000,417.372467,5977.226074
0.400000,417.332062,5977.226074
0.410000,417.269836,5977.226074
0.420000,417.215118,5977.226074
0.430000,417.177551,5977.226074
0.440000,417.118896,5977.226074
0.450000,417.097107,5977.226074
0.460000,417.059174,5977.226074
0.470000,417.015198,5977.226074
0.480000,416.989075,5977.226074
0.490000,416.975494,5977.226074
0.500000,416.967987,5977.226074
0.510000,416.980865,5977.226074
0.520000,417.005890,5977.226074
0.530000,416.996948,5977.226074
0.540000,416.988007,5977.226074
0.550000,416.974060,5977.226074
0.560000,416.941528,5977.226074
0.570000,416.916840,5977.226074
0.580000,416.840668,5977.226074
0.590000,416.794891,5977.226074
0.600000,416.734802,5977.226074
0.610000,416.697266,5977.226074
0.620000,416.655060,5977.226074
0.630000,416.618225,5977.226074
0.640000,416.552429,5977.226074
0.650000,416.471954,5977.226074
0.660000,416.414368,5977.226074
0.670000,416.375031,5977.226074
0.680000,416.326416,5977.226074
0.690000,416.271698,5977.226074
0.700000,416.201599,5977.226074
0.710000,416.127563,5977.226074
0.720000,416.012054,5977.226074
0.730000,415.895813,5977.226074
0.740000,415.793549,5977.226074
0.750000,415.693390,5977.226074
0.760000,415.567871,5977.226074
0.770000,415.459503,5977.226074
0.780000,415.361877,5977.226074
0.790000,415.257111,5977.226074
