"","plot_number","treatment","location","species","individual","march_stem_height_cm","may_alive","normalized_par","volume_cm3","soil_moisture","site","exotic_percentcover","year","mafacover","rgr"
"1","1","none","right","CEOL","green",-0.725655928576492,"1",-0.902270738117096,-0.546666589920397,-0.180328026329066,"1",-1.15372878805538,2018,42,-0.420035343651741
"2","1","none","right","CEOL","blue",-0.665965114692843,"1",-0.902270738117096,-0.535741638497024,-0.180328026329066,"1",-1.15372878805538,2018,42,0.0245815375935209
"3","1","none","right","HEAR","S",0.313666477868204,"0",-0.902270738117096,-0.28216896000658,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"4","1","none","right","HEAR","C",1.98149804226425,"0",-0.902270738117096,2.24509938145675,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"5","1","none","right","HEAR","R",0.0854368953719026,"0",-0.902270738117096,0.138410039582222,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"6","1","none","right","RHOV","green",-0.293775334006567,"1",-0.902270738117096,-0.436085027218918,-0.180328026329066,"1",-1.15372878805538,2018,42,0.13326626453383
"7","1","none","right","RHOV","blue",-0.286752885314373,"0",-0.902270738117096,-0.527442663820419,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"8","1","none","right","SAAP","green",-0.813436537228915,"0",-0.902270738117096,-0.531868299450298,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"9","1","none","right","SAAP","blue",-1.10135693360886,"1",-0.902270738117096,-0.552357911272474,-0.180328026329066,"1",-1.15372878805538,2018,42,0.0508176942241513
"10","1","none","left","CEOL","green",-0.262174314891695,"0",-0.902270738117096,-0.535824591928967,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"11","1","none","left","CEOL","blue",-0.395600840043379,"0",-0.902270738117096,-0.530964968222216,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"12","1","none","left","HEAR","S",1.05804603924076,"0",-0.902270738117096,1.35909107110711,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"13","1","none","left","HEAR","C",1.20551746177683,"0",-0.902270738117096,0.639036771659317,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"14","1","none","left","HEAR","R",1.47588173642629,"0",-0.902270738117096,1.48153585650783,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"15","1","none","left","RHOV","green",0.106504241448484,"0",-0.902270738117096,-0.513276977571153,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"16","1","none","left","RHOV","blue",-0.8309926589594,"1",-0.902270738117096,-0.519768200346896,-0.180328026329066,"1",-1.15372878805538,2018,42,-0.0808239685698198
"17","1","none","left","SAAP","green",-0.602763076463098,"0",-0.902270738117096,-0.553371862639977,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"18","1","none","left","SAAP","blue",-1.23478345876055,"0",-0.902270738117096,-0.555312111767344,-0.180328026329066,"1",-1.15372878805538,2018,42,NA
"19","2","full removal","right","CEOL","green",-0.848548780689885,"1",-0.052134466803846,-0.534747546150002,1.15247781416071,"1",0.90781661927742,2018,10,-0.253500256936051
