"","plot_number","location","species","jan_stem_height_cm","jan_volume_cm3","may2019_alive","site","treatment","normalized_par","soil_moisture","exotic_percentcover","year","mafacover"
"40","4","middle","SAAP",-0.26273218769098,-0.192429265412949,"1","1","half",-0.493511334979286,-0.0187003997358421,-0.563819620880121,2019,0.62057281605459
"41","4","bottom","CEOL",-1.03916190273076,-0.715489504749225,"0","1","half",-0.493511334979286,-0.0187003997358421,-0.563819620880121,2019,0.62057281605459
"42","4","bottom","HEAR",2.2640304109645,3.21307626007971,"0","1","half",-0.493511334979286,-0.0187003997358421,-0.563819620880121,2019,0.62057281605459
"43","4","bottom","RHOV",-0.199899725202211,-0.586447643328896,"0","1","half",-0.493511334979286,-0.0187003997358421,-0.563819620880121,2019,0.62057281605459
"44","4","bottom","SAAP",-0.608310731379207,-0.37780256558585,"1","1","half",-0.493511334979286,-0.0187003997358421,-0.563819620880121,2019,0.62057281605459
"45","5","top","CEOL",-1.52386947050126,-0.756672552896934,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"46","5","top","HEAR",1.25422297810929,2.0581444867922,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"47","5","top","RHOV",-0.801296151880425,-0.54363039744966,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"48","5","top","SAAP",-0.132579229678531,1.01732384105759,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"49","5","middle","HEAR",0.971476896909831,3.16530733295164,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"50","5","middle","RHOV",-0.370444980528869,-0.619391565195006,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"51","5","middle","SAAP",-0.24029202251642,0.133757005785604,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"52","5","bottom","CEOL",0.0693822568925114,-0.369021596875197,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"53","5","bottom","HEAR",1.90947580120645,3.51409249171788,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"54","5","bottom","RHOV",-1.23214732323198,-0.677811475796062,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"55","5","bottom","SAAP",-0.90003287864849,-0.567888433302332,"1","1","half",-0.684414066480374,1.0443382439547,1.08441152144544,2019,0.246210037833716
"56","6","top","CEOL",-0.837200416159721,-0.517384905189335,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"57","6","top","HEAR",0.854788038002118,0.588030309688785,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"58","6","top","RHOV",-1.06160206790532,-0.725046887932853,"0","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"59","6","top","SAAP",-0.101162998434146,0.1946852092457,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"60","6","middle","HEAR",0.679754749640549,0.495195245732307,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"61","6","middle","RHOV",-0.563430401030086,-0.659055964368286,"0","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"62","6","middle","SAAP",-1.10648239825444,-0.377260729508769,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"63","6","bottom","CEOL",-1.38025241338408,-0.746225944183979,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"64","6","bottom","HEAR",0.697706881780197,0.172636002442849,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"65","6","bottom","RHOV",-1.36230028124443,-0.719124764816486,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"66","6","bottom","SAAP",-0.7923200858106,-0.295167399676296,"1","1","none",-1.21441426323354,-0.0700195066726415,0.0466363577589767,2019,2.02443323438287
"67","7","middle","HEAR",0.83683590586247,0.74665734068353,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"68","7","bottom","CEOL",0.504721461278979,-0.161760296644894,"0","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"69","7","bottom","HEAR",0.706682947850021,1.28275282135761,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"70","7","bottom","RHOV",-0.446741542122373,-0.397946199276511,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"71","7","bottom","SAAP",1.81073907443838,0.502718129789626,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"72","7","top","CEOL",-0.926961076857962,-0.714394932607863,"0","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"73","7","top","HEAR",1.39335200219156,1.22083158205884,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"74","7","top","RHOV",-1.16033879467339,-0.73052334385689,"0","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"75","7","top","SAAP",-0.514062037646054,0.714959148881531,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"76","7","middle","RHOV",-1.23214732323198,-0.686082260315546,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"77","7","middle","SAAP",0.96698886387492,0.288504733876092,"1","1","none",-0.626059079755343,-0.839806110724418,-0.258591631560572,2019,1.41609371977395
"78","8","top","CEOL",-0.590358599239559,-0.586076624533765,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"79","8","top","HEAR",2.30442270827871,5.79882984005634,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"80","8","top","RHOV",-0.953889275067434,-0.732560714075399,"0","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"81","8","top","SAAP",1.87357153692715,0.172094356924986,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"82","8","middle","HEAR",0.782979509443526,0.19624030584633,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"83","8","middle","RHOV",-0.805784184915337,-0.63333561519765,"0","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"84","8","middle","SAAP",0.325200139882497,0.374873259737721,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"85","8","bottom","CEOL",-1.07955420004497,-0.732546206167026,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"86","8","bottom","HEAR",0.320712106847585,0.344720693743277,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"87","8","bottom","RHOV",-0.814760250985161,-0.697417275153196,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"88","8","bottom","SAAP",1.6312177530419,2.08920764000418,"1","1","half",-1.14818710620619,0.51648457260491,0.0466363577589767,2019,-0.221743434942377
"89","9","top","CEOL",-1.17380289377812,-0.736992206774183,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"90","9","top","HEAR",0.441888998790211,0.359867940992839,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"91","9","top","RHOV",-0.50508597157623,-0.569270063847898,"0","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"92","9","top","SAAP",1.45618446468033,1.89752250406061,"0","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"93","9","middle","HEAR",0.751563278199141,0.361921978790845,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"94","9","middle","RHOV",-0.639726962623591,-0.739274826704728,"0","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"95","9","middle","SAAP",0.033477992613215,-0.42793837793014,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"96","9","bottom","CEOL",0.500233428244067,-0.336824311428448,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"97","9","bottom","HEAR",0.688730815710373,0.993824535782578,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"98","9","bottom","RHOV",-1.39371651248881,-0.719151767057508,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"99","9","bottom","SAAP",1.05226149153825,0.422588449166651,"1","1","full",0.18431523317904,0.245226435939052,0.290818749214616,2019,0.386596079666544
"100","10","top","CEOL",-0.909008944718314,-0.753640679533783,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"101","10","top","HEAR",0.962500830840007,0.424435222056506,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"102","10","top","RHOV",-0.567918434064999,-0.671846730934868,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"103","10","top","SAAP",-0.693583359042536,-0.556365412741376,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"104","10","middle","HEAR",0.518185560383715,-0.0140908779589038,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"105","10","middle","RHOV",-0.998769605416554,-0.729468935246457,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"106","10","middle","SAAP",-0.11013906450397,0.254952343726757,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"107","10","bottom","CEOL",-0.98979353934673,-0.696657204309049,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"108","10","bottom","HEAR",0.634874419291428,1.10342869013092,"1","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"109","10","bottom","RHOV",-0.998769605416554,-0.729239266926383,"0","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"110","10","bottom","SAAP",-0.0293544698755536,-0.653803174148994,"0","1","half",-0.363033176500952,1.25694597269282,-0.441728425152301,2019,0.480186774221762
"111","11","top","CEOL",-0.585870566204647,-0.667839505628366,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"112","11","top","HEAR",2.36725517076748,1.29195408747686,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"113","11","top","RHOV",-1.01223370452129,-0.704023810752661,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"114","11","top","SAAP",2.46150386450063,-0.347231023393377,"0","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"115","11","middle","HEAR",0.980452962979655,1.02055890136166,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"116","11","middle","RHOV",-0.352492848389221,-0.540460610029329,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"117","11","middle","SAAP",3.01353192779481,-0.229347712623956,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"118","11","bottom","CEOL",-1.00325763845147,-0.754655826593579,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"119","11","bottom","HEAR",0.365592437196706,-0.0355223489486178,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"120","11","bottom","RHOV",-0.729487623321832,-0.63299306594951,"0","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"121","11","bottom","SAAP",3.46233523128601,0.202972762976264,"1","1","none",0.775105813941679,-0.42925325523013,-1.90682277388614,2019,0.480186774221762
"122","12","top","CEOL",0.307248007742849,-0.178111903552598,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"123","12","top","HEAR",0.765027377303878,0.368837156801806,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"124","12","top","RHOV",-0.105651031469058,-0.432189690537455,"0","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"125","12","top","SAAP",-1.35332421517461,-0.627748114066003,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"126","12","middle","HEAR",-0.00242627166608134,-0.133723903457084,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"127","12","middle","RHOV",-0.756415821531304,-0.706325619996339,"0","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"128","12","middle","SAAP",0.545113758593187,-0.0835022505375943,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"129","12","bottom","CEOL",-1.11994649735918,-0.753712634694051,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"130","12","bottom","HEAR",2.02167662707925,3.56921097023966,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"131","12","bottom","RHOV",-1.25458748840654,-0.704493678965526,"1","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"132","12","bottom","SAAP",-0.742951722426568,-0.693136146380423,"0","1","full",0.682833374767214,1.69682403215097,-1.11323000165531,2019,0.480186774221762
"133","13","top","CEOL",-1.128922563429,-0.74850991073299,"0","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"134","13","top","HEAR",0.181583082765312,-0.704717573341331,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"135","13","top","RHOV",-1.52386947050126,-0.737694684271036,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"136","13","top","SAAP",0.383544569336354,-0.563261636462238,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"137","13","middle","HEAR",0.0604061908226871,-0.338335985935541,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"138","13","middle","RHOV",-1.03018583666094,-0.612413026244456,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"139","13","middle","SAAP",-0.11013906450397,0.397888487434273,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"140","13","bottom","CEOL",-0.0473066020152018,-0.311115224307526,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"141","13","bottom","HEAR",0.877228203176679,0.194773647778222,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"142","13","bottom","RHOV",-1.16033879467339,-0.722619131750811,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"143","13","bottom","SAAP",0.79195557551335,-0.270898463836423,"1","1","full",0.0510480436870946,1.93142566386198,0.412909944942435,2019,-1.344831769605
"144","14","top","CEOL",-0.267220220725892,-0.574562274417175,"1","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"145","14","top","HEAR",0.778491476408614,1.48150581770862,"1","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"146","14","top","RHOV",-1.01223370452129,-0.726598853010353,"0","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"147","14","top","SAAP",-0.662167127798151,-0.692350330986086,"0","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"148","14","middle","HEAR",1.76137071105435,1.66371282404683,"1","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"149","14","middle","RHOV",-1.28600371965093,-0.709235255973879,"0","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"150","14","middle","SAAP",-1.46103700801249,-0.734431662577893,"0","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"151","14","bottom","CEOL",-0.074234800224674,-0.466006634047489,"1","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"152","14","bottom","HEAR",1.41130413433121,3.1724071120279,"1","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"153","14","bottom","RHOV",-0.953889275067434,-0.681322789796735,"1","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"154","14","bottom","SAAP",1.62672972000699,0.032685883550919,"0","1","none",-0.736950747976644,0.74375490332495,-0.991138805927489,2019,0.480186774221762
"155","15","top","CEOL",-0.204387758237123,-0.564925364520398,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"156","15","top","HEAR",1.27666314328385,1.64154964377641,"1","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"157","15","top","RHOV",-0.653191061728327,-0.638535213987556,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"158","15","top","SAAP",0.325200139882497,-0.312949623552235,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"159","15","middle","HEAR",1.31256740756315,0.985372853398574,"1","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"160","15","middle","RHOV",-0.46020564122711,-0.675013278848513,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"161","15","middle","SAAP",-0.294148418935364,-0.445667181705633,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"162","15","bottom","CEOL",-0.150531361818179,-0.334226055563152,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"163","15","bottom","HEAR",1.95884416459048,4.21686243344817,"1","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"164","15","bottom","RHOV",-1.0167217375562,-0.749393038367378,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"165","15","bottom","SAAP",-0.267220220725892,-0.229347331505522,"0","1","half",-0.67059699839628,1.31559638062056,-1.17427559951922,2019,0.714163510609809
"166","16","top","CEOL",0.437400965755298,-0.190729915485193,"1","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"167","16","top","HEAR",0.320712106847585,0.0755995778017574,"1","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"168","16","top","RHOV",-1.04813796880059,-0.74981790919718,"0","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"169","16","top","SAAP",1.65365791821646,0.490569433448167,"1","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"170","16","middle","HEAR",0.738099179094405,0.931908136687917,"1","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"171","16","middle","RHOV",-0.774367953670952,-0.721591058424142,"1","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"172","16","middle","SAAP",2.58268075644325,0.523767059503565,"0","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"173","16","bottom","CEOL",-1.03018583666094,-0.748780047478741,"1","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"174","16","bottom","HEAR",1.18690248258561,1.30732325999032,"0","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"175","16","bottom","RHOV",-0.213363824306947,-0.69522216001501,"0","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"176","16","bottom","SAAP",0.118750620276544,0.129957775864251,"1","1","full",1.13135110882887,1.63817362422321,0.229773151350706,2019,0.246210037833716
"177","17","top","CEOL",0.033477992613215,0.033678557327079,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"178","17","top","HEAR",0.940060665665447,0.291206888978368,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"179","17","top","RHOV",-0.716023524217096,-0.623532842558561,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"180","17","top","SAAP",-1.22765929019707,-0.732853641703481,"0","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"181","17","middle","HEAR",1.32603150666788,1.41616104233642,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"182","17","middle","RHOV",-0.76987992063604,-0.631126652756376,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"183","17","middle","SAAP",1.90049973513662,0.769787723314801,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"184","17","bottom","CEOL",0.486769329139331,0.278402427556072,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"185","17","bottom","HEAR",1.779322843194,0.967060874899901,"1","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
"186","17","bottom","RHOV",-0.783344019740776,-0.734417942314283,"0","1","half",-1.75425131053139,1.28627117665669,0.107681955622886,2019,1.41609371977395
