"","timepoint","species","seedlingID","0","1"
"491",0,"RHOV","6_right_RHOV_blue",NA,NA
"492",0,"RHOV","6_right_RHOV_green",NA,NA
"493",0,"RHOV","7_left_RHOV_blue",NA,NA
"494",0,"RHOV","7_left_RHOV_green",NA,NA
"495",0,"RHOV","7_right_RHOV_blue",NA,NA
"496",0,"RHOV","7_right_RHOV_green",NA,NA
"497",0,"RHOV","8_left_RHOV_blue",NA,NA
"498",0,"RHOV","8_left_RHOV_green",NA,NA
"499",0,"RHOV","8_right_RHOV_blue",NA,NA
"500",0,"RHOV","8_right_RHOV_green",NA,NA
"501",0,"RHOV","9_left_RHOV_blue",NA,NA
"502",0,"RHOV","9_left_RHOV_green",NA,NA
"503",0,"RHOV","9_right_RHOV_blue",NA,NA
"504",0,"RHOV","9_right_RHOV_green",NA,NA
"505",0,"SAAP","1_left_SAAP_blue",NA,NA
"506",0,"SAAP","1_left_SAAP_green",NA,NA
"507",0,"SAAP","1_right_SAAP_blue",NA,NA
"508",0,"SAAP","1_right_SAAP_green",NA,NA
"509",0,"SAAP","10_left_SAAP_blue",NA,NA
"510",0,"SAAP","10_left_SAAP_green",NA,NA
"511",0,"SAAP","10_right_SAAP_blue",NA,NA
"512",0,"SAAP","10_right_SAAP_green",NA,NA
"513",0,"SAAP","11_left_SAAP_blue",NA,NA
"514",0,"SAAP","11_left_SAAP_green",NA,NA
"515",0,"SAAP","11_right_SAAP_blue",NA,NA
"516",0,"SAAP","11_right_SAAP_green",NA,NA
"517",0,"SAAP","12_left_SAAP_blue",NA,NA
"518",0,"SAAP","12_left_SAAP_green",NA,NA
"519",0,"SAAP","12_right_SAAP_blue",NA,NA
"520",0,"SAAP","12_right_SAAP_green",NA,NA
"521",0,"SAAP","13_left_SAAP_blue",NA,NA
"522",0,"SAAP","13_left_SAAP_green",NA,NA
"523",0,"SAAP","13_right_SAAP_blue",NA,NA
"524",0,"SAAP","13_right_SAAP_green",NA,NA
"525",0,"SAAP","14_left_SAAP_blue (old)",NA,NA
"526",0,"SAAP","14_left_SAAP_green (old)",NA,NA
"527",0,"SAAP","14_right_SAAP_blue (old)",NA,NA
"528",0,"SAAP","14_right_SAAP_green",NA,NA
"529",0,"SAAP","15_left_SAAP_blue",NA,NA
"530",0,"SAAP","15_left_SAAP_green",NA,NA
"531",0,"SAAP","15_right_SAAP_blue",NA,NA
"532",0,"SAAP","15_right_SAAP_green",NA,NA
"533",0,"SAAP","16_left_SAAP_blue (old)",NA,NA
"534",0,"SAAP","16_left_SAAP_green (old)",NA,NA
"535",0,"SAAP","16_right_SAAP_blue (old)",NA,NA
"536",0,"SAAP","16_right_SAAP_green (old)",NA,NA
"537",0,"SAAP","17_left_SAAP_blue (old 2016)",NA,NA
"538",0,"SAAP","17_left_SAAP_green",NA,NA
"539",0,"SAAP","17_right_SAAP_blue",NA,NA
"540",0,"SAAP","17_right_SAAP_green (old 2016)",NA,NA
"541",0,"SAAP","18_left_SAAP_blue",NA,NA
"542",0,"SAAP","18_left_SAAP_green",NA,NA
"543",0,"SAAP","18_right_SAAP_blue",NA,NA
"544",0,"SAAP","18_right_SAAP_green",NA,NA
"545",0,"SAAP","19_left_SAAP_blue",NA,NA
"546",0,"SAAP","19_left_SAAP_green",NA,NA
"547",0,"SAAP","19_right_SAAP_blue",NA,NA
"548",0,"SAAP","19_right_SAAP_green",NA,NA
"549",0,"SAAP","2_left_SAAP_blue",NA,NA
"550",0,"SAAP","2_left_SAAP_green",NA,NA
"551",0,"SAAP","2_right_SAAP_blue",NA,NA
"552",0,"SAAP","2_right_SAAP_green",NA,NA
"553",0,"SAAP","20_left_SAAP_blue",NA,NA
"554",0,"SAAP","20_left_SAAP_green",NA,NA
"555",0,"SAAP","20_right_SAAP_blue",NA,NA
"556",0,"SAAP","20_right_SAAP_green",NA,NA
"557",0,"SAAP","21_left_SAAP_blue",NA,NA
"558",0,"SAAP","21_left_SAAP_green",NA,NA
"559",0,"SAAP","21_right_SAAP_blue",NA,NA
"560",0,"SAAP","21_right_SAAP_green",NA,NA
"561",0,"SAAP","22_left_SAAP_blue",NA,NA
"562",0,"SAAP","22_left_SAAP_green",NA,NA
"563",0,"SAAP","22_right_SAAP_blue",NA,NA
"564",0,"SAAP","22_right_SAAP_green",NA,NA
"565",0,"SAAP","23_left_SAAP_blue",NA,NA
"566",0,"SAAP","23_left_SAAP_green",NA,NA
"567",0,"SAAP","23_right_SAAP_blue",NA,NA
"568",0,"SAAP","23_right_SAAP_green",NA,NA
"569",0,"SAAP","24_left_SAAP_blue",NA,NA
"570",0,"SAAP","24_left_SAAP_green",NA,NA
"571",0,"SAAP","24_right_SAAP_blue",NA,NA
"572",0,"SAAP","24_right_SAAP_green",NA,NA
"573",0,"SAAP","25_left_SAAP_blue",NA,NA
"574",0,"SAAP","25_left_SAAP_green",NA,NA
"575",0,"SAAP","25_right_SAAP_blue",NA,NA
"576",0,"SAAP","25_right_SAAP_green",NA,NA
"577",0,"SAAP","26_left_SAAP_blue",NA,NA
"578",0,"SAAP","26_left_SAAP_green",NA,NA
"579",0,"SAAP","26_right_SAAP_blue",NA,NA
"580",0,"SAAP","26_right_SAAP_green",NA,NA
"581",0,"SAAP","27_left_SAAP_blue",NA,NA
"582",0,"SAAP","27_left_SAAP_green",NA,NA
"583",0,"SAAP","27_right_SAAP_blue",NA,NA
"584",0,"SAAP","27_right_SAAP_green",NA,NA
"585",0,"SAAP","28_left_SAAP_blue",NA,NA
"586",0,"SAAP","28_left_SAAP_green",NA,NA
"587",0,"SAAP","28_right_SAAP_blue",NA,NA
"588",0,"SAAP","28_right_SAAP_green",NA,NA
"589",0,"SAAP","29_left_SAAP_blue",NA,NA
"590",0,"SAAP","29_left_SAAP_green",NA,NA
"591",0,"SAAP","29_right_SAAP_blue",NA,NA
"592",0,"SAAP","29_right_SAAP_green",NA,NA
"593",0,"SAAP","3_left_SAAP_blue",NA,NA
"594",0,"SAAP","3_left_SAAP_green",NA,NA
"595",0,"SAAP","3_right_SAAP_blue",NA,NA
"596",0,"SAAP","3_right_SAAP_green",NA,NA
"597",0,"SAAP","30_left_SAAP_blue",NA,NA
"598",0,"SAAP","30_left_SAAP_green",NA,NA
"599",0,"SAAP","30_right_SAAP_blue",NA,NA
"600",0,"SAAP","30_right_SAAP_green",NA,NA
"601",0,"SAAP","31_left_SAAP_blue",NA,NA
"602",0,"SAAP","31_left_SAAP_green",NA,NA
"603",0,"SAAP","31_right_SAAP_blue",NA,NA
"604",0,"SAAP","31_right_SAAP_green",NA,NA
"605",0,"SAAP","32_left_SAAP_blue",NA,NA
"606",0,"SAAP","32_left_SAAP_green",NA,NA
"607",0,"SAAP","32_right_SAAP_blue",NA,NA
"608",0,"SAAP","32_right_SAAP_green",NA,NA
"609",0,"SAAP","33_left_SAAP_blue",NA,NA
"610",0,"SAAP","33_left_SAAP_green",NA,NA
"611",0,"SAAP","33_right_SAAP_blue",NA,NA
"612",0,"SAAP","33_right_SAAP_green",NA,NA
"613",0,"SAAP","34_left_SAAP_blue",NA,NA
"614",0,"SAAP","34_left_SAAP_green",NA,NA
"615",0,"SAAP","34_right_SAAP_blue",NA,NA
"616",0,"SAAP","34_right_SAAP_green",NA,NA
"617",0,"SAAP","35_left_SAAP_blue",NA,NA
"618",0,"SAAP","35_left_SAAP_green",NA,NA
"619",0,"SAAP","35_right_SAAP_blue",NA,NA
"620",0,"SAAP","35_right_SAAP_green",NA,NA
"621",0,"SAAP","36_left_SAAP_blue",NA,NA
"622",0,"SAAP","36_left_SAAP_green",NA,NA
"623",0,"SAAP","36_right_SAAP_blue",NA,NA
"624",0,"SAAP","36_right_SAAP_green",NA,NA
"625",0,"SAAP","4_left_SAAP_blue",NA,NA
"626",0,"SAAP","4_left_SAAP_green",NA,NA
"627",0,"SAAP","4_right_SAAP_blue",NA,NA
"628",0,"SAAP","4_right_SAAP_green",NA,NA
"629",0,"SAAP","5_left_SAAP_blue",NA,NA
"630",0,"SAAP","5_left_SAAP_green",NA,NA
"631",0,"SAAP","5_right_SAAP_blue",NA,NA
"632",0,"SAAP","5_right_SAAP_green",NA,NA
"633",0,"SAAP","6_left_SAAP_blue",NA,NA
"634",0,"SAAP","6_left_SAAP_green",NA,NA
"635",0,"SAAP","6_right_SAAP_blue",NA,NA
"636",0,"SAAP","6_right_SAAP_green",NA,NA
"637",0,"SAAP","7_left_SAAP_blue",NA,NA
"638",0,"SAAP","7_left_SAAP_green",NA,NA
"639",0,"SAAP","7_right_SAAP_blue",NA,NA
"640",0,"SAAP","7_right_SAAP_green",NA,NA
"641",0,"SAAP","8_left_SAAP_blue",NA,NA
"642",0,"SAAP","8_left_SAAP_green",NA,NA
"643",0,"SAAP","8_right_SAAP_blue",NA,NA
"644",0,"SAAP","8_right_SAAP_green",NA,NA
"645",0,"SAAP","9_left_SAAP_blue",NA,NA
"646",0,"SAAP","9_left_SAAP_green",NA,NA
"647",0,"SAAP","9_right_SAAP_blue",NA,NA
"648",0,"SAAP","9_right_SAAP_green",NA,NA
"649",1,"CEOL","1_left_CEOL_blue",NA,2.59
"650",1,"CEOL","1_left_CEOL_green",NA,2.97
"651",1,"CEOL","1_right_CEOL_blue",NA,1.82
"652",1,"CEOL","1_right_CEOL_green",NA,1.65
"653",1,"CEOL","10_left_CEOL_blue",NA,2.95
"654",1,"CEOL","10_left_CEOL_green",NA,3.53
"655",1,"CEOL","10_right_CEOL_blue",NA,0.88
"656",1,"CEOL","10_right_CEOL_green",NA,3.89
"657",1,"CEOL","11_left_CEOL_blue",NA,1.54
"658",1,"CEOL","11_left_CEOL_green",NA,1.29
"659",1,"CEOL","11_right_CEOL_blue",NA,1.12
"660",1,"CEOL","11_right_CEOL_green",NA,1.98
"661",1,"CEOL","12_left_CEOL_blue",NA,2.7
"662",1,"CEOL","12_left_CEOL_green",NA,0.78
"663",1,"CEOL","12_right_CEOL_blue",NA,1.9
"664",1,"CEOL","12_right_CEOL_green",NA,1.3
"665",1,"CEOL","13_left_CEOL_blue",NA,2.34
"666",1,"CEOL","13_left_CEOL_green",NA,2.28
"667",1,"CEOL","13_right_CEOL_blue",NA,2
"668",1,"CEOL","13_right_CEOL_green",1.7,NA
"669",1,"CEOL","14_left_CEOL_blue",NA,2.5
"670",1,"CEOL","14_left_CEOL_green",0.5,NA
"671",1,"CEOL","14_right_CEOL_blue",NA,1.728
"672",1,"CEOL","14_right_CEOL_green",NA,1.289
"673",1,"CEOL","15_left_CEOL_blue",NA,0.987
"674",1,"CEOL","15_left_CEOL_green",NA,2.783
"675",1,"CEOL","15_right_CEOL_blue",NA,1.65
"676",1,"CEOL","15_right_CEOL_green",0.55,NA
"677",1,"CEOL","16_left_CEOL_blue",NA,2.69
"678",1,"CEOL","16_left_CEOL_green",NA,2.05
"679",1,"CEOL","16_right_CEOL_blue",NA,2.15
"680",1,"CEOL","16_right_CEOL_green",NA,2.6
"681",1,"CEOL","17_left_CEOL_blue",NA,2.72
"682",1,"CEOL","17_left_CEOL_green",3.1,NA
"683",1,"CEOL","17_right_CEOL_blue",NA,4
"684",1,"CEOL","17_right_CEOL_green",NA,2.9
"685",1,"CEOL","18_left_CEOL_blue",NA,1
"686",1,"CEOL","18_left_CEOL_green",NA,NA
"687",1,"CEOL","18_right_CEOL_blue",NA,NA
"688",1,"CEOL","18_right_CEOL_green",NA,NA
"689",1,"CEOL","19_left_CEOL_blue",NA,3.86
"690",1,"CEOL","19_left_CEOL_green",NA,2.32
"691",1,"CEOL","19_right_CEOL_blue",NA,3
"692",1,"CEOL","19_right_CEOL_green",NA,3.12
"693",1,"CEOL","2_left_CEOL_blue",NA,2.74
"694",1,"CEOL","2_left_CEOL_green",NA,2
"695",1,"CEOL","2_right_CEOL_blue",NA,2
"696",1,"CEOL","2_right_CEOL_green",NA,1.3
"697",1,"CEOL","20_left_CEOL_blue",2.14,NA
"698",1,"CEOL","20_left_CEOL_green",NA,NA
"699",1,"CEOL","20_right_CEOL_blue",0.87,NA
"700",1,"CEOL","20_right_CEOL_green",NA,1.93
"701",1,"CEOL","21_left_CEOL_blue",NA,NA
"702",1,"CEOL","21_left_CEOL_green",NA,NA
"703",1,"CEOL","21_right_CEOL_blue",NA,2.11
"704",1,"CEOL","21_right_CEOL_green",NA,4.11
"705",1,"CEOL","22_left_CEOL_blue",NA,2.38
"706",1,"CEOL","22_left_CEOL_green",3.04,NA
"707",1,"CEOL","22_right_CEOL_blue",1.63,NA
"708",1,"CEOL","22_right_CEOL_green",3.36,NA
"709",1,"CEOL","23_left_CEOL_blue",NA,1.08
"710",1,"CEOL","23_left_CEOL_green",NA,1.04
"711",1,"CEOL","23_right_CEOL_blue",NA,NA
"712",1,"CEOL","23_right_CEOL_green",NA,3.37
"713",1,"CEOL","24_left_CEOL_blue",1.74,NA
"714",1,"CEOL","24_left_CEOL_green",NA,NA
"715",1,"CEOL","24_right_CEOL_blue",2.6,NA
"716",1,"CEOL","24_right_CEOL_green",0.48,NA
"717",1,"CEOL","25_left_CEOL_blue",NA,2.87
"718",1,"CEOL","25_left_CEOL_green",NA,1.98
"719",1,"CEOL","25_right_CEOL_blue",NA,5.11
"720",1,"CEOL","25_right_CEOL_green",NA,1.41
"721",1,"CEOL","26_left_CEOL_blue",NA,2.84
"722",1,"CEOL","26_left_CEOL_green",NA,1.55
"723",1,"CEOL","26_right_CEOL_blue",NA,1.77
"724",1,"CEOL","26_right_CEOL_green",NA,4.19
"725",1,"CEOL","27_left_CEOL_blue",1.49,NA
"726",1,"CEOL","27_left_CEOL_green",NA,1.78
"727",1,"CEOL","27_right_CEOL_blue",NA,1.47
"728",1,"CEOL","27_right_CEOL_green",NA,1.53
"729",1,"CEOL","28_left_CEOL_blue",NA,1.59
"730",1,"CEOL","28_left_CEOL_green",1.52,NA
"731",1,"CEOL","28_right_CEOL_blue",3.34,NA
"732",1,"CEOL","28_right_CEOL_green",NA,2.43
"733",1,"CEOL","29_left_CEOL_blue",NA,NA
"734",1,"CEOL","29_left_CEOL_green",NA,NA
"735",1,"CEOL","29_right_CEOL_blue",1.57,NA
"736",1,"CEOL","29_right_CEOL_green",1,NA
"737",1,"CEOL","3_left_CEOL_blue",NA,2.15
"738",1,"CEOL","3_left_CEOL_green",NA,3.66
"739",1,"CEOL","3_right_CEOL_blue",NA,1.16
"740",1,"CEOL","3_right_CEOL_green",NA,1.28
"741",1,"CEOL","30_left_CEOL_blue",NA,2.09
"742",1,"CEOL","30_left_CEOL_green",NA,1.97
"743",1,"CEOL","30_right_CEOL_blue",2.51,NA
"744",1,"CEOL","30_right_CEOL_green",NA,2.51
"745",1,"CEOL","31_left_CEOL_blue",NA,2.5
"746",1,"CEOL","31_left_CEOL_green",NA,2.22
"747",1,"CEOL","31_right_CEOL_blue",NA,2.08
"748",1,"CEOL","31_right_CEOL_green",NA,NA
"749",1,"CEOL","32_left_CEOL_blue",NA,2.45
"750",1,"CEOL","32_left_CEOL_green",NA,NA
"751",1,"CEOL","32_right_CEOL_blue",2,NA
"752",1,"CEOL","32_right_CEOL_green",NA,NA
"753",1,"CEOL","33_left_CEOL_blue",NA,2.67
"754",1,"CEOL","33_left_CEOL_green",NA,2.98
"755",1,"CEOL","33_right_CEOL_blue",NA,1.67
"756",1,"CEOL","33_right_CEOL_green",NA,1.91
"757",1,"CEOL","34_left_CEOL_blue",NA,2.08
"758",1,"CEOL","34_left_CEOL_green",NA,1.84
"759",1,"CEOL","34_right_CEOL_blue",NA,2.32
"760",1,"CEOL","34_right_CEOL_green",1.11,NA
"761",1,"CEOL","35_left_CEOL_blue",NA,1.45
"762",1,"CEOL","35_left_CEOL_green",2.46,NA
"763",1,"CEOL","35_right_CEOL_blue",NA,2.12
"764",1,"CEOL","35_right_CEOL_green",NA,1.53
"765",1,"CEOL","36_left_CEOL_blue",NA,NA
"766",1,"CEOL","36_left_CEOL_green",NA,2.4
"767",1,"CEOL","36_right_CEOL_blue",NA,0.45
"768",1,"CEOL","36_right_CEOL_green",NA,1.41
"769",1,"CEOL","4_left_CEOL_blue",NA,2.7
"770",1,"CEOL","4_left_CEOL_green",NA,2.65
"771",1,"CEOL","4_right_CEOL_blue",NA,3.66
"772",1,"CEOL","4_right_CEOL_green",NA,1.9
"773",1,"CEOL","5_left_CEOL_blue",NA,1.6
"774",1,"CEOL","5_left_CEOL_green",NA,1.13
"775",1,"CEOL","5_right_CEOL_blue",NA,1.99
"776",1,"CEOL","5_right_CEOL_green",NA,1.7
"777",1,"CEOL","6_left_CEOL_blue",NA,2.32
"778",1,"CEOL","6_left_CEOL_green",1.12,NA
"779",1,"CEOL","6_right_CEOL_blue",NA,1.43
"780",1,"CEOL","6_right_CEOL_green",NA,3.56
"781",1,"CEOL","7_left_CEOL_blue",NA,3.32
"782",1,"CEOL","7_left_CEOL_green",NA,2.3
"783",1,"CEOL","7_right_CEOL_blue",NA,2.59
"784",1,"CEOL","7_right_CEOL_green",NA,1.79
"785",1,"CEOL","8_left_CEOL_blue",NA,1.6
"786",1,"CEOL","8_left_CEOL_green",NA,2.25
"787",1,"CEOL","8_right_CEOL_blue",NA,0.97
"788",1,"CEOL","8_right_CEOL_green",NA,2.15
"789",1,"CEOL","9_left_CEOL_blue",NA,3.14
"790",1,"CEOL","9_left_CEOL_green",NA,1.92
"791",1,"CEOL","9_right_CEOL_blue",NA,0.75
"792",1,"CEOL","9_right_CEOL_green",NA,2.12
"793",1,"HEAR","1_left_HEAR_C",NA,7.15
"794",1,"HEAR","1_left_HEAR_R",NA,7.92
"795",1,"HEAR","1_left_HEAR_S",NA,6.73
"796",1,"HEAR","1_right_HEAR_C",NA,9.36
"797",1,"HEAR","1_right_HEAR_R",NA,3.96
"798",1,"HEAR","1_right_HEAR_S",NA,4.61
"799",1,"HEAR","10_left_HEAR_C1",NA,4.05
"800",1,"HEAR","10_left_HEAR_C2",NA,7.32
"801",1,"HEAR","10_left_HEAR_S",NA,5.72
"802",1,"HEAR","10_right_HEAR_C1",NA,9.63
"803",1,"HEAR","10_right_HEAR_C2",NA,13.42
"804",1,"HEAR","10_right_HEAR_S",NA,7.01
"805",1,"HEAR","11_left_HEAR_C1",NA,5.26
"806",1,"HEAR","11_left_HEAR_C2",NA,7.54
"807",1,"HEAR","11_left_HEAR_S",NA,4.05
"808",1,"HEAR","11_right_HEAR_C",NA,5.54
"809",1,"HEAR","11_right_HEAR_R",NA,0.25
"810",1,"HEAR","11_right_HEAR_S",NA,9.2
"811",1,"HEAR","12_left_HEAR_C",NA,6.95
"812",1,"HEAR","12_left_HEAR_R",NA,4.47
"813",1,"HEAR","12_left_HEAR_S",NA,7.01
"814",1,"HEAR","12_right_HEAR_C1",NA,4.5
"815",1,"HEAR","12_right_HEAR_C2",NA,5.6
"816",1,"HEAR","12_right_HEAR_S",NA,6.9
"817",1,"HEAR","13_left_HEAR_C1",NA,7.08
"818",1,"HEAR","13_left_HEAR_C2",NA,5.54
"819",1,"HEAR","13_left_HEAR_S",NA,9.69
"820",1,"HEAR","13_right_HEAR_C1",NA,8
"821",1,"HEAR","13_right_HEAR_C2",NA,7.1
"822",1,"HEAR","13_right_HEAR_S",NA,9.4
"823",1,"HEAR","14_left_HEAR_C1",NA,7
"824",1,"HEAR","14_left_HEAR_C2",NA,5.2
"825",1,"HEAR","14_left_HEAR_S",NA,10
"826",1,"HEAR","14_right_HEAR_C1",NA,7.411
"827",1,"HEAR","14_right_HEAR_C2",NA,7.575
"828",1,"HEAR","14_right_HEAR_S",NA,13.754
"829",1,"HEAR","15_left_HEAR_C1",NA,8.03
"830",1,"HEAR","15_left_HEAR_C2",NA,7.93
"831",1,"HEAR","15_left_HEAR_S",NA,7.213
"832",1,"HEAR","15_right_HEAR_C1",NA,12.05
"833",1,"HEAR","15_right_HEAR_C2",NA,3.6
"834",1,"HEAR","15_right_HEAR_S",NA,6.1
"835",1,"HEAR","16_left_HEAR_C1",NA,5.8
"836",1,"HEAR","16_left_HEAR_C2",NA,7.38
"837",1,"HEAR","16_left_HEAR_S",NA,6.42
"838",1,"HEAR","16_right_HEAR_C1",NA,4.3
"839",1,"HEAR","16_right_HEAR_C2",NA,7.8
"840",1,"HEAR","16_right_HEAR_S",NA,6.9
"841",1,"HEAR","17_left_HEAR_C1",NA,7.18
"842",1,"HEAR","17_left_HEAR_C2",NA,7.86
"843",1,"HEAR","17_left_HEAR_S",NA,6.88
"844",1,"HEAR","17_right_HEAR_C1",NA,8.4
"845",1,"HEAR","17_right_HEAR_R",NA,3.5
"846",1,"HEAR","17_right_HEAR_S",NA,7.8
"847",1,"HEAR","18_left_HEAR_C1",NA,5.2
"848",1,"HEAR","18_left_HEAR_R",NA,2.6
"849",1,"HEAR","18_left_HEAR_S",1.3,NA
"850",1,"HEAR","18_right_HEAR_C1",NA,2.203
"851",1,"HEAR","18_right_HEAR_R",NA,6.361
"852",1,"HEAR","18_right_HEAR_S",NA,14.861
"853",1,"HEAR","19_left_HEAR_C",8.49,NA
"854",1,"HEAR","19_left_HEAR_S1",5.17,NA
"855",1,"HEAR","19_left_HEAR_S2",NA,5.12
"856",1,"HEAR","19_right_HEAR_C",3.22,NA
"857",1,"HEAR","19_right_HEAR_S",9.04,NA
"858",1,"HEAR","19_right_HEAR_S2",NA,6.52
"859",1,"HEAR","2_left_HEAR_C",NA,2.83
"860",1,"HEAR","2_left_HEAR_R",NA,5.16
"861",1,"HEAR","2_left_HEAR_S",NA,9.67
"862",1,"HEAR","2_right_HEAR_C",NA,4.6
"863",1,"HEAR","2_right_HEAR_R",NA,3
"864",1,"HEAR","2_right_HEAR_S",NA,8.7
"865",1,"HEAR","20_left_HEAR_S1",NA,8.31
"866",1,"HEAR","20_left_HEAR_S2",NA,11.16
"867",1,"HEAR","20_left_HEAR_S3",NA,8.53
"868",1,"HEAR","20_right_HEAR_C",NA,10.71
"869",1,"HEAR","20_right_HEAR_S1",NA,5.57
"870",1,"HEAR","20_right_HEAR_S2",NA,7.85
"871",1,"HEAR","21_left_HEAR_C",NA,5.07
"872",1,"HEAR","21_left_HEAR_R",NA,6.24
"873",1,"HEAR","21_left_HEAR_S",NA,6.84
"874",1,"HEAR","21_right_HEAR_C",NA,6.52
"875",1,"HEAR","21_right_HEAR_S1",NA,5.1
"876",1,"HEAR","21_right_HEAR_S2",NA,7.24
"877",1,"HEAR","22_left_HEAR_C",NA,5.95
"878",1,"HEAR","22_left_HEAR_R",NA,5.42
"879",1,"HEAR","22_left_HEAR_S",NA,4.99
"880",1,"HEAR","22_right_HEAR_C",NA,10.59
"881",1,"HEAR","22_right_HEAR_R",NA,9.12
"882",1,"HEAR","22_right_HEAR_S",NA,9.4
"883",1,"HEAR","23_left_HEAR_C",5.06,NA
"884",1,"HEAR","23_left_HEAR_S1",NA,11.03
"885",1,"HEAR","23_left_HEAR_S2",NA,8.01
"886",1,"HEAR","23_right_HEAR_C",NA,9.63
"887",1,"HEAR","23_right_HEAR_R",NA,4.63
"888",1,"HEAR","23_right_HEAR_S",NA,7.73
"889",1,"HEAR","24_left_HEAR_C",NA,6.38
"890",1,"HEAR","24_left_HEAR_S",NA,NA
"891",1,"HEAR","24_left_HEAR_S2",NA,3.77
"892",1,"HEAR","24_right_HEAR_C",NA,6.97
"893",1,"HEAR","24_right_HEAR_R",NA,8.16
"894",1,"HEAR","24_right_HEAR_S",NA,6.23
"895",1,"HEAR","25_left_HEAR_C",NA,5.81
"896",1,"HEAR","25_left_HEAR_R",NA,8.16
"897",1,"HEAR","25_left_HEAR_S",NA,7.32
"898",1,"HEAR","25_right_HEAR_C1",4.14,NA
"899",1,"HEAR","25_right_HEAR_C2",NA,5.71
"900",1,"HEAR","25_right_HEAR_S",NA,7.78
"901",1,"HEAR","26_left_HEAR_C",NA,2.82
"902",1,"HEAR","26_left_HEAR_C2",NA,2.58
"903",1,"HEAR","26_left_HEAR_S",NA,6.26
"904",1,"HEAR","26_right_HEAR_C1",NA,4.87
"905",1,"HEAR","26_right_HEAR_C2",NA,6.26
"906",1,"HEAR","26_right_HEAR_S",NA,4.68
"907",1,"HEAR","27_left_HEAR_C",NA,3.86
"908",1,"HEAR","27_left_HEAR_R",NA,4.04
"909",1,"HEAR","27_left_HEAR_S",8.52,NA
"910",1,"HEAR","27_right_HEAR_C",NA,5.05
"911",1,"HEAR","27_right_HEAR_R",NA,9.37
"912",1,"HEAR","27_right_HEAR_S",3.5,NA
"913",1,"HEAR","28_left_HEAR_C1",NA,7.05
"914",1,"HEAR","28_left_HEAR_C2",NA,7.68
"915",1,"HEAR","28_left_HEAR_S",3.46,NA
"916",1,"HEAR","28_right_HEAR_C",NA,6.62
"917",1,"HEAR","28_right_HEAR_R",NA,5.92
"918",1,"HEAR","28_right_HEAR_S",7.43,NA
"919",1,"HEAR","29_left_HEAR_C",NA,5.75
"920",1,"HEAR","29_left_HEAR_S1",NA,6.99
"921",1,"HEAR","29_left_HEAR_S2",NA,5.69
"922",1,"HEAR","29_right_HEAR_C",NA,4.61
"923",1,"HEAR","29_right_HEAR_S1",NA,14.55
"924",1,"HEAR","29_right_HEAR_S2",NA,11.61
"925",1,"HEAR","3_left_HEAR_C",NA,5.21
"926",1,"HEAR","3_left_HEAR_R",NA,5.62
"927",1,"HEAR","3_left_HEAR_S",NA,6.57
"928",1,"HEAR","3_right_HEAR_C",NA,6.99
"929",1,"HEAR","3_right_HEAR_R",NA,4.45
"930",1,"HEAR","3_right_HEAR_S",NA,4.59
"931",1,"HEAR","30_left_HEAR_C",NA,2.27
"932",1,"HEAR","30_left_HEAR_R",NA,8.1
"933",1,"HEAR","30_left_HEAR_S",NA,7.63
"934",1,"HEAR","30_right_HEAR_C",NA,9.94
"935",1,"HEAR","30_right_HEAR_R",NA,8.79
"936",1,"HEAR","30_right_HEAR_S",NA,12.58
"937",1,"HEAR","31_left_HEAR_C",NA,4.27
"938",1,"HEAR","31_left_HEAR_R",NA,4.26
"939",1,"HEAR","31_left_HEAR_S",1.41,NA
"940",1,"HEAR","31_right_HEAR_C",NA,4.64
"941",1,"HEAR","31_right_HEAR_R",NA,8.42
"942",1,"HEAR","31_right_HEAR_S",NA,6.16
"943",1,"HEAR","32_left_HEAR_C",NA,3.11
"944",1,"HEAR","32_left_HEAR_R",NA,6.08
"945",1,"HEAR","32_left_HEAR_S",NA,12.89
"946",1,"HEAR","32_right_HEAR_C",5.02,NA
"947",1,"HEAR","32_right_HEAR_R",NA,4.25
"948",1,"HEAR","32_right_HEAR_S",6.95,NA
"949",1,"HEAR","33_left_HEAR_C",NA,8.05
"950",1,"HEAR","33_left_HEAR_R",NA,3.66
"951",1,"HEAR","33_left_HEAR_S",NA,9.72
"952",1,"HEAR","33_right_HEAR_C",2.86,NA
"953",1,"HEAR","33_right_HEAR_S",NA,11
"954",1,"HEAR","33_right_HEAR_S2",NA,7.76
"955",1,"HEAR","34_left_HEAR_C",NA,8.2
"956",1,"HEAR","34_left_HEAR_S1",NA,8
"957",1,"HEAR","34_left_HEAR_S2",NA,6.92
"958",1,"HEAR","34_right_HEAR_C",NA,4.68
"959",1,"HEAR","34_right_HEAR_R",NA,6.04
"960",1,"HEAR","34_right_HEAR_S",NA,12.32
"961",1,"HEAR","35_left_HEAR_C",5.49,NA
"962",1,"HEAR","35_left_HEAR_R",3.03,NA
"963",1,"HEAR","35_left_HEAR_S",7.16,NA
"964",1,"HEAR","35_right_HEAR_C",NA,7.73
"965",1,"HEAR","35_right_HEAR_R",NA,4.43
"966",1,"HEAR","35_right_HEAR_S",NA,5.49
"967",1,"HEAR","36_left_HEAR_C",NA,4.83
"968",1,"HEAR","36_left_HEAR_R",NA,9.32
"969",1,"HEAR","36_left_HEAR_S",NA,0.83
"970",1,"HEAR","36_right_HEAR_C",NA,10.34
