"","species","seedlingID","timepoint_status","timepoint","alive","dead"
"424","HEAR","2_bottom_HEAR","sept_dead","sept",NA,4.612
"425","HEAR","2_middle_HEAR","jan_alive","jan",6.25,NA
"426","HEAR","2_middle_HEAR","march_alive","march",5.99,NA
"427","HEAR","2_middle_HEAR","may_alive","may",6.9,NA
"428","HEAR","2_middle_HEAR","sept_alive","sept",8.873,NA
"429","HEAR","2_top_HEAR","jan_alive","jan",9.81,NA
"430","HEAR","2_top_HEAR","march_alive","march",7.78,NA
"431","HEAR","2_top_HEAR","may_alive","may",10.15,NA
"432","HEAR","2_top_HEAR","sept_dead","sept",NA,11.563
"433","HEAR","20_bottom_HEAR","jan_alive","jan",6.16,NA
"434","HEAR","20_bottom_HEAR","march_alive","march",6.77,NA
"435","HEAR","20_bottom_HEAR","may_alive","may",8.26,NA
"436","HEAR","20_bottom_HEAR","sept_alive","sept",7.237,NA
"437","HEAR","20_middle_HEAR","jan_alive","jan",5.41,NA
"438","HEAR","20_middle_HEAR","march_alive","march",5.23,NA
"439","HEAR","20_middle_HEAR","may_alive","may",6.21,NA
"440","HEAR","20_middle_HEAR","sept_alive","sept",3.283,NA
"441","HEAR","20_top_HEAR","jan_alive","jan",7.54,NA
"442","HEAR","20_top_HEAR","march_alive","march",8.45,NA
"443","HEAR","20_top_HEAR","may_alive","may",9.58,NA
"444","HEAR","20_top_HEAR","sept_dead","sept",NA,9.897
"445","HEAR","21_bottom_HEAR","jan_alive","jan",3.83,NA
"446","HEAR","21_bottom_HEAR","march_dead","march",NA,NA
"447","HEAR","21_bottom_HEAR","may_dead","may",NA,NA
"448","HEAR","21_bottom_HEAR","sept_dead","sept",NA,NA
"449","HEAR","21_middle_HEAR","jan_alive","jan",6.26,NA
"450","HEAR","21_middle_HEAR","march_alive","march",6.29,NA
"451","HEAR","21_middle_HEAR","may_dead","may",NA,NA
"452","HEAR","21_middle_HEAR","sept_dead","sept",NA,NA
"453","HEAR","21_top_HEAR","jan_alive","jan",4.5,NA
"454","HEAR","21_top_HEAR","march_alive","march",5.29,NA
"455","HEAR","21_top_HEAR","may_alive","may",4.77,NA
"456","HEAR","21_top_HEAR","sept_dead","sept",NA,NA
"457","HEAR","22_bottom_HEAR","jan_alive","jan",9.2,NA
"458","HEAR","22_bottom_HEAR","march_dead","march",NA,NA
"459","HEAR","22_bottom_HEAR","may_dead","may",NA,NA
"460","HEAR","22_bottom_HEAR","sept_dead","sept",NA,NA
"461","HEAR","22_middle_HEAR","jan_alive","jan",5.13,NA
"462","HEAR","22_middle_HEAR","march_alive","march",4.24,NA
"463","HEAR","22_middle_HEAR","may_alive","may",4.93,NA
"464","HEAR","22_middle_HEAR","sept_dead","sept",NA,6.007
"465","HEAR","22_top_HEAR","jan_alive","jan",7.73,NA
"466","HEAR","22_top_HEAR","march_alive","march",6.12,NA
"467","HEAR","22_top_HEAR","may_alive","may",6.22,NA
"468","HEAR","22_top_HEAR","sept_dead","sept",NA,6.524
"469","HEAR","23_bottom_HEAR","jan_alive","jan",9.06,NA
"470","HEAR","23_bottom_HEAR","march_alive","march",9.61,NA
"471","HEAR","23_bottom_HEAR","may_alive","may",11.56,NA
"472","HEAR","23_bottom_HEAR","sept_alive","sept",13.194,NA
"473","HEAR","23_middle_HEAR","jan_alive","jan",5.1,NA
"474","HEAR","23_middle_HEAR","march_alive","march",7.23,NA
"475","HEAR","23_middle_HEAR","may_alive","may",6.98,NA
"476","HEAR","23_middle_HEAR","sept_dead","sept",NA,NA
"477","HEAR","23_top_HEAR","jan_alive","jan",3.35,NA
"478","HEAR","23_top_HEAR","march_alive","march",4.11,NA
"479","HEAR","23_top_HEAR","may_alive","may",1.54,NA
"480","HEAR","23_top_HEAR","sept_alive","sept",3.083,NA
"481","HEAR","24_bottom_HEAR","jan_alive","jan",3.03,NA
"482","HEAR","24_bottom_HEAR","march_alive","march",2.91,NA
"483","HEAR","24_bottom_HEAR","may_alive","may",3.47,NA
"484","HEAR","24_bottom_HEAR","sept_alive","sept",3.513,NA
"485","HEAR","24_middle_HEAR","jan_alive","jan",6.23,NA
"486","HEAR","24_middle_HEAR","march_alive","march",4.78,NA
"487","HEAR","24_middle_HEAR","may_alive","may",6.22,NA
"488","HEAR","24_middle_HEAR","sept_dead","sept",NA,6.882
"489","HEAR","24_top_HEAR","jan_alive","jan",5.55,NA
"490","HEAR","24_top_HEAR","march_alive","march",4.45,NA
"491","HEAR","24_top_HEAR","may_alive","may",5.39,NA
"492","HEAR","24_top_HEAR","sept_alive","sept",3.338,NA
"493","HEAR","25_bottom_HEAR","jan_alive","jan",5.98,NA
"494","HEAR","25_bottom_HEAR","march_dead","march",NA,NA
"495","HEAR","25_bottom_HEAR","may_dead","may",NA,NA
"496","HEAR","25_bottom_HEAR","sept_dead","sept",NA,NA
"497","HEAR","25_middle_HEAR","jan_alive","jan",6.91,NA
"498","HEAR","25_middle_HEAR","march_alive","march",6.72,NA
"499","HEAR","25_middle_HEAR","may_dead","may",NA,NA
"500","HEAR","25_middle_HEAR","sept_dead","sept",NA,NA
"501","HEAR","25_top_HEAR","jan_alive","jan",6.07,NA
"502","HEAR","25_top_HEAR","march_alive","march",2.16,NA
"503","HEAR","25_top_HEAR","may_dead","may",NA,NA
"504","HEAR","25_top_HEAR","sept_dead","sept",NA,NA
"505","HEAR","26_bottom_HEAR","jan_alive","jan",8.56,NA
"506","HEAR","26_bottom_HEAR","march_alive","march",7.76,NA
"507","HEAR","26_bottom_HEAR","may_alive","may",5.02,NA
"508","HEAR","26_bottom_HEAR","sept_dead","sept",NA,NA
"509","HEAR","26_middle_HEAR","jan_alive","jan",4.74,NA
"510","HEAR","26_middle_HEAR","march_alive","march",4.34,NA
"511","HEAR","26_middle_HEAR","may_dead","may",NA,NA
"512","HEAR","26_middle_HEAR","sept_dead","sept",NA,NA
"513","HEAR","26_top_HEAR","jan_alive","jan",7.2,NA
"514","HEAR","26_top_HEAR","march_alive","march",5.76,NA
"515","HEAR","26_top_HEAR","may_dead","may",NA,NA
"516","HEAR","26_top_HEAR","sept_dead","sept",NA,NA
"517","HEAR","27_bottom_HEAR","jan_alive","jan",5.43,NA
"518","HEAR","27_bottom_HEAR","march_alive","march",5.81,NA
"519","HEAR","27_bottom_HEAR","may_dead","may",NA,NA
"520","HEAR","27_bottom_HEAR","sept_dead","sept",NA,NA
"521","HEAR","27_middle_HEAR","jan_alive","jan",7.34,NA
"522","HEAR","27_middle_HEAR","march_alive","march",6,NA
"523","HEAR","27_middle_HEAR","may_alive","may",7.33,NA
"524","HEAR","27_middle_HEAR","sept_dead","sept",NA,NA
"525","HEAR","27_top_HEAR","jan_alive","jan",3.08,NA
"526","HEAR","27_top_HEAR","march_alive","march",2.09,NA
"527","HEAR","27_top_HEAR","may_dead","may",NA,NA
"528","HEAR","27_top_HEAR","sept_dead","sept",NA,NA
"529","HEAR","28_bottom_HEAR","jan_alive","jan",5.89,NA
"530","HEAR","28_bottom_HEAR","march_alive","march",5.07,NA
"531","HEAR","28_bottom_HEAR","may_dead","may",NA,NA
"532","HEAR","28_bottom_HEAR","sept_dead","sept",NA,NA
"533","HEAR","28_middle_HEAR","jan_alive","jan",7.88,NA
"534","HEAR","28_middle_HEAR","march_alive","march",5.64,NA
"535","HEAR","28_middle_HEAR","may_dead","may",NA,NA
"536","HEAR","28_middle_HEAR","sept_dead","sept",NA,NA
"537","HEAR","28_top_HEAR","jan_alive","jan",4.04,NA
"538","HEAR","28_top_HEAR","march_alive","march",5.01,NA
"539","HEAR","28_top_HEAR","may_alive","may",5.09,NA
"540","HEAR","28_top_HEAR","sept_dead","sept",NA,NA
"541","HEAR","29_bottom_HEAR","jan_alive","jan",7.2,NA
"542","HEAR","29_bottom_HEAR","march_alive","march",3.59,NA
"543","HEAR","29_bottom_HEAR","may_dead","may",NA,NA
"544","HEAR","29_bottom_HEAR","sept_dead","sept",NA,NA
"545","HEAR","29_middle_HEAR","jan_alive","jan",6.72,NA
"546","HEAR","29_middle_HEAR","march_alive","march",1.66,NA
"547","HEAR","29_middle_HEAR","may_dead","may",NA,NA
"548","HEAR","29_middle_HEAR","sept_dead","sept",NA,NA
"549","HEAR","29_top_HEAR","jan_alive","jan",2.34,NA
"550","HEAR","29_top_HEAR","march_alive","march",6.64,NA
"551","HEAR","29_top_HEAR","may_alive","may",6.26,NA
"552","HEAR","29_top_HEAR","sept_dead","sept",NA,NA
"553","HEAR","3_bottom_HEAR","jan_alive","jan",7.04,NA
"554","HEAR","3_bottom_HEAR","march_alive","march",7.23,NA
"555","HEAR","3_bottom_HEAR","may_alive","may",9.3,NA
"556","HEAR","3_bottom_HEAR","sept_dead","sept",NA,6.022
"557","HEAR","3_middle_HEAR","jan_alive","jan",5.07,NA
"558","HEAR","3_middle_HEAR","march_alive","march",5.64,NA
"559","HEAR","3_middle_HEAR","may_alive","may",7.05,NA
"560","HEAR","3_middle_HEAR","sept_alive","sept",9.78,NA
"561","HEAR","3_top_HEAR","jan_alive","jan",6.81,NA
"562","HEAR","3_top_HEAR","march_alive","march",2.01,NA
"563","HEAR","3_top_HEAR","may_alive","may",4.59,NA
"564","HEAR","3_top_HEAR","sept_dead","sept",NA,5.868
"565","HEAR","30_bottom_HEAR","jan_alive","jan",4.84,NA
"566","HEAR","30_bottom_HEAR","march_alive","march",1.26,NA
"567","HEAR","30_bottom_HEAR","may_alive","may",3.29,NA
"568","HEAR","30_bottom_HEAR","sept_dead","sept",NA,NA
"569","HEAR","30_middle_HEAR","jan_alive","jan",4.6,NA
"570","HEAR","30_middle_HEAR","march_alive","march",3.45,NA
"571","HEAR","30_middle_HEAR","may_dead","may",NA,NA
"572","HEAR","30_middle_HEAR","sept_dead","sept",NA,3.439
"573","HEAR","30_top_HEAR","jan_alive","jan",6.66,NA
"574","HEAR","30_top_HEAR","march_alive","march",2.84,NA
"575","HEAR","30_top_HEAR","may_alive","may",2.35,NA
"576","HEAR","30_top_HEAR","sept_dead","sept",NA,NA
"577","HEAR","31_bottom_HEAR","jan_alive","jan",4.15,NA
"578","HEAR","31_bottom_HEAR","march_alive","march",5.22,NA
"579","HEAR","31_bottom_HEAR","may_dead","may",NA,4.05
"580","HEAR","31_bottom_HEAR","sept_dead","sept",NA,5.428
"581","HEAR","31_middle_HEAR","jan_alive","jan",6.01,NA
"582","HEAR","31_middle_HEAR","march_alive","march",5.92,NA
"583","HEAR","31_middle_HEAR","may_alive","may",6.18,NA
"584","HEAR","31_middle_HEAR","sept_alive","sept",6.186,NA
"585","HEAR","31_top_HEAR","jan_alive","jan",7.12,NA
"586","HEAR","31_top_HEAR","march_alive","march",6.5,NA
"587","HEAR","31_top_HEAR","may_alive","may",6.52,NA
"588","HEAR","31_top_HEAR","sept_dead","sept",NA,5.702
"589","HEAR","32_bottom_HEAR","jan_alive","jan",7.77,NA
"590","HEAR","32_bottom_HEAR","march_alive","march",7.73,NA
"591","HEAR","32_bottom_HEAR","may_alive","may",6.15,NA
"592","HEAR","32_bottom_HEAR","sept_dead","sept",NA,NA
"593","HEAR","32_middle_HEAR","jan_alive","jan",5.94,NA
"594","HEAR","32_middle_HEAR","march_dead","march",NA,NA
"595","HEAR","32_middle_HEAR","may_dead","may",NA,NA
"596","HEAR","32_middle_HEAR","sept_dead","sept",NA,NA
"597","HEAR","32_top_HEAR","jan_alive","jan",5.12,NA
"598","HEAR","32_top_HEAR","march_alive","march",4.72,NA
"599","HEAR","32_top_HEAR","may_dead","may",NA,4.04
"600","HEAR","32_top_HEAR","sept_dead","sept",NA,NA
"601","HEAR","33_bottom_HEAR","jan_alive","jan",9.11,NA
"602","HEAR","33_bottom_HEAR","march_alive","march",7.54,NA
"603","HEAR","33_bottom_HEAR","may_dead","may",NA,3.76
"604","HEAR","33_bottom_HEAR","sept_dead","sept",NA,NA
"605","HEAR","33_middle_HEAR","jan_alive","jan",3.73,NA
"606","HEAR","33_middle_HEAR","march_alive","march",3.2,NA
"607","HEAR","33_middle_HEAR","may_alive","may",5.46,NA
"608","HEAR","33_middle_HEAR","sept_dead","sept",NA,5.591
"609","HEAR","33_top_HEAR","jan_alive","jan",4.24,NA
"610","HEAR","33_top_HEAR","march_dead","march",NA,NA
"611","HEAR","33_top_HEAR","may_dead","may",NA,NA
"612","HEAR","33_top_HEAR","sept_dead","sept",NA,NA
"613","HEAR","34_bottom_HEAR","jan_alive","jan",6.36,NA
"614","HEAR","34_bottom_HEAR","march_alive","march",4.87,NA
"615","HEAR","34_bottom_HEAR","may_alive","may",4.84,NA
"616","HEAR","34_bottom_HEAR","sept_dead","sept",NA,NA
"617","HEAR","34_middle_HEAR","jan_alive","jan",8.89,NA
"618","HEAR","34_middle_HEAR","march_alive","march",6.73,NA
"619","HEAR","34_middle_HEAR","may_alive","may",7.52,NA
"620","HEAR","34_middle_HEAR","sept_alive","sept",8.196,NA
"621","HEAR","34_top_HEAR","jan_alive","jan",5.74,NA
"622","HEAR","34_top_HEAR","march_alive","march",5.11,NA
"623","HEAR","34_top_HEAR","may_dead","may",NA,NA
"624","HEAR","34_top_HEAR","sept_dead","sept",NA,NA
"625","HEAR","35_bottom_HEAR","jan_alive","jan",6,NA
"626","HEAR","35_bottom_HEAR","march_alive","march",4.97,NA
"627","HEAR","35_bottom_HEAR","may_alive","may",6.73,NA
"628","HEAR","35_bottom_HEAR","sept_dead","sept",NA,6.025
"629","HEAR","35_middle_HEAR","jan_alive","jan",4.84,NA
"630","HEAR","35_middle_HEAR","march_alive","march",4.66,NA
"631","HEAR","35_middle_HEAR","may_dead","may",NA,NA
"632","HEAR","35_middle_HEAR","sept_dead","sept",NA,NA
"633","HEAR","35_top_HEAR","jan_alive","jan",6.76,NA
"634","HEAR","35_top_HEAR","march_alive","march",6.51,NA
"635","HEAR","35_top_HEAR","may_alive","may",NA,NA
"636","HEAR","35_top_HEAR","sept_dead","sept",NA,6.73
"637","HEAR","36_bottom_HEAR","jan_alive","jan",6.75,NA
"638","HEAR","36_bottom_HEAR","march_alive","march",5.88,NA
"639","HEAR","36_bottom_HEAR","may_alive","may",7.96,NA
"640","HEAR","36_bottom_HEAR","sept_dead","sept",NA,NA
"641","HEAR","36_middle_HEAR","jan_alive","jan",8.85,NA
"642","HEAR","36_middle_HEAR","march_alive","march",6.32,NA
"643","HEAR","36_middle_HEAR","may_dead","may",NA,NA
"644","HEAR","36_middle_HEAR","sept_dead","sept",NA,NA
"645","HEAR","36_top_HEAR","jan_alive","jan",6.67,NA
"646","HEAR","36_top_HEAR","march_alive","march",7.32,NA
"647","HEAR","36_top_HEAR","may_alive","may",4.14,NA
"648","HEAR","36_top_HEAR","sept_dead","sept",NA,NA
"649","HEAR","4_bottom_HEAR","jan_alive","jan",9,NA
"650","HEAR","4_bottom_HEAR","march_alive","march",9.44,NA
"651","HEAR","4_bottom_HEAR","may_dead","may",NA,NA
"652","HEAR","4_bottom_HEAR","sept_dead","sept",NA,NA
"653","HEAR","4_middle_HEAR","jan_alive","jan",6.66,NA
"654","HEAR","4_middle_HEAR","march_alive","march",6.11,NA
"655","HEAR","4_middle_HEAR","may_alive","may",6.4,NA
"656","HEAR","4_middle_HEAR","sept_alive","sept",6.758,NA
"657","HEAR","4_top_HEAR","jan_alive","jan",6.57,NA
"658","HEAR","4_top_HEAR","march_alive","march",6.08,NA
"659","HEAR","4_top_HEAR","may_alive","may",5.79,NA
"660","HEAR","4_top_HEAR","sept_dead","sept",NA,NA
"661","HEAR","5_bottom_HEAR","jan_alive","jan",8.21,NA
"662","HEAR","5_bottom_HEAR","march_alive","march",7.8,NA
"663","HEAR","5_bottom_HEAR","may_alive","may",9.5,NA
"664","HEAR","5_bottom_HEAR","sept_alive","sept",9.831,NA
"665","HEAR","5_middle_HEAR","jan_alive","jan",6.12,NA
"666","HEAR","5_middle_HEAR","march_alive","march",6.75,NA
"667","HEAR","5_middle_HEAR","may_alive","may",6.81,NA
"668","HEAR","5_middle_HEAR","sept_alive","sept",6.401,NA
"669","HEAR","5_top_HEAR","jan_alive","jan",6.75,NA
"670","HEAR","5_top_HEAR","march_alive","march",8.4,NA
"671","HEAR","5_top_HEAR","may_alive","may",10.22,NA
"672","HEAR","5_top_HEAR","sept_alive","sept",5.616,NA
"673","HEAR","6_bottom_HEAR","jan_alive","jan",5.51,NA
"674","HEAR","6_bottom_HEAR","march_alive","march",2.81,NA
"675","HEAR","6_bottom_HEAR","may_alive","may",1.68,NA
"676","HEAR","6_bottom_HEAR","sept_alive","sept",7.084,NA
"677","HEAR","6_middle_HEAR","jan_alive","jan",5.47,NA
"678","HEAR","6_middle_HEAR","march_alive","march",5.52,NA
"679","HEAR","6_middle_HEAR","may_alive","may",5.9,NA
"680","HEAR","6_middle_HEAR","sept_alive","sept",7.8,NA
"681","HEAR","6_top_HEAR","jan_alive","jan",5.86,NA
"682","HEAR","6_top_HEAR","march_alive","march",5.35,NA
"683","HEAR","6_top_HEAR","may_alive","may",9.21,NA
"684","HEAR","6_top_HEAR","sept_dead","sept",NA,8.804
"685","HEAR","7_bottom_HEAR","jan_alive","jan",5.53,NA
"686","HEAR","7_bottom_HEAR","march_alive","march",6.33,NA
"687","HEAR","7_bottom_HEAR","may_alive","may",5.51,NA
"688","HEAR","7_bottom_HEAR","sept_dead","sept",NA,6.296
"689","HEAR","7_middle_HEAR","jan_alive","jan",5.82,NA
"690","HEAR","7_middle_HEAR","march_alive","march",4.55,NA
"691","HEAR","7_middle_HEAR","may_alive","may",5.33,NA
"692","HEAR","7_middle_HEAR","sept_alive","sept",3.544,NA
"693","HEAR","7_top_HEAR","jan_alive","jan",7.06,NA
"694","HEAR","7_top_HEAR","march_alive","march",7.14,NA
"695","HEAR","7_top_HEAR","may_alive","may",7.89,NA
"696","HEAR","7_top_HEAR","sept_alive","sept",3.932,NA
"697","HEAR","8_bottom_HEAR","jan_alive","jan",4.67,NA
"698","HEAR","8_bottom_HEAR","march_alive","march",4.31,NA
"699","HEAR","8_bottom_HEAR","may_alive","may",4.62,NA
"700","HEAR","8_bottom_HEAR","sept_alive","sept",5.391,NA
"701","HEAR","8_middle_HEAR","jan_alive","jan",5.7,NA
"702","HEAR","8_middle_HEAR","march_alive","march",5.32,NA
"703","HEAR","8_middle_HEAR","may_alive","may",5.87,NA
"704","HEAR","8_middle_HEAR","sept_alive","sept",7.284,NA
"705","HEAR","8_top_HEAR","jan_alive","jan",9.09,NA
"706","HEAR","8_top_HEAR","march_alive","march",8.44,NA
"707","HEAR","8_top_HEAR","may_alive","may",9.02,NA
"708","HEAR","8_top_HEAR","sept_alive","sept",9.549,NA
"709","HEAR","9_bottom_HEAR","jan_alive","jan",5.49,NA
"710","HEAR","9_bottom_HEAR","march_alive","march",5.45,NA
"711","HEAR","9_bottom_HEAR","may_alive","may",8.84,NA
"712","HEAR","9_bottom_HEAR","sept_alive","sept",11.608,NA
"713","HEAR","9_middle_HEAR","jan_alive","jan",5.63,NA
"714","HEAR","9_middle_HEAR","march_alive","march",5.59,NA
"715","HEAR","9_middle_HEAR","may_alive","may",7.6,NA
"716","HEAR","9_middle_HEAR","sept_alive","sept",5.879,NA
"717","HEAR","9_top_HEAR","jan_alive","jan",4.94,NA
"718","HEAR","9_top_HEAR","march_alive","march",4.81,NA
"719","HEAR","9_top_HEAR","may_alive","may",5.6,NA
"720","HEAR","9_top_HEAR","sept_alive","sept",7.465,NA
"721","RHOV","1_bottom_RHOV","jan_alive","jan",3.02,NA
"722","RHOV","1_bottom_RHOV","march_alive","march",2.74,NA
"723","RHOV","1_bottom_RHOV","may_alive","may",5.43,NA
"724","RHOV","1_bottom_RHOV","sept_alive","sept",3.6,NA
"725","RHOV","1_middle_RHOV","jan_alive","jan",0.96,NA
"726","RHOV","1_middle_RHOV","march_alive","march",0.2,NA
"727","RHOV","1_middle_RHOV","may_dead","may",NA,NA
"728","RHOV","1_middle_RHOV","sept_dead","sept",NA,NA
"729","RHOV","1_top_RHOV","jan_alive","jan",2.02,NA
"730","RHOV","1_top_RHOV","march_alive","march",2.26,NA
"731","RHOV","1_top_RHOV","may_alive","may",0.54,NA
"732","RHOV","1_top_RHOV","sept_dead","sept",NA,NA
"733","RHOV","10_bottom_RHOV","jan_alive","jan",1.73,NA
"734","RHOV","10_bottom_RHOV","march_dead","march",NA,NA
"735","RHOV","10_bottom_RHOV","may_dead","may",NA,NA
"736","RHOV","10_bottom_RHOV","sept_dead","sept",NA,NA
"737","RHOV","10_middle_RHOV","jan_alive","jan",1.73,NA
"738","RHOV","10_middle_RHOV","march_alive","march",1.88,NA
"739","RHOV","10_middle_RHOV","may_alive","may",1.94,NA
"740","RHOV","10_middle_RHOV","sept_alive","sept",2.798,NA
"741","RHOV","10_top_RHOV","jan_alive","jan",2.69,NA
"742","RHOV","10_top_RHOV","march_alive","march",1.03,NA
"743","RHOV","10_top_RHOV","may_alive","may",1.15,NA
"744","RHOV","10_top_RHOV","sept_dead","sept",NA,NA
"745","RHOV","11_bottom_RHOV","jan_alive","jan",2.33,NA
"746","RHOV","11_bottom_RHOV","march_dead","march",NA,NA
"747","RHOV","11_bottom_RHOV","may_dead","may",NA,NA
"748","RHOV","11_bottom_RHOV","sept_dead","sept",NA,NA
"749","RHOV","11_middle_RHOV","jan_alive","jan",3.17,NA
"750","RHOV","11_middle_RHOV","march_alive","march",2.75,NA
"751","RHOV","11_middle_RHOV","may_alive","may",2.1,NA
"752","RHOV","11_middle_RHOV","sept_alive","sept",2.723,NA
"753","RHOV","11_top_RHOV","jan_alive","jan",1.7,NA
"754","RHOV","11_top_RHOV","march_alive","march",1.34,NA
"755","RHOV","11_top_RHOV","may_alive","may",1.1,NA
"756","RHOV","11_top_RHOV","sept_dead","sept",NA,NA
"757","RHOV","12_bottom_RHOV","jan_alive","jan",1.16,NA
"758","RHOV","12_bottom_RHOV","march_alive","march",1.09,NA
"759","RHOV","12_bottom_RHOV","may_alive","may",2.04,NA
"760","RHOV","12_bottom_RHOV","sept_dead","sept",NA,1.935
"761","RHOV","12_middle_RHOV","jan_alive","jan",2.27,NA
"762","RHOV","12_middle_RHOV","march_dead","march",NA,NA
"763","RHOV","12_middle_RHOV","may_dead","may",NA,2.19
"764","RHOV","12_middle_RHOV","sept_dead","sept",NA,NA
"765","RHOV","12_top_RHOV","jan_alive","jan",3.72,NA
"766","RHOV","12_top_RHOV","march_alive","march",3.69,NA
"767","RHOV","12_top_RHOV","may_dead","may",NA,2.79
"768","RHOV","12_top_RHOV","sept_dead","sept",NA,NA
"769","RHOV","13_bottom_RHOV","jan_alive","jan",1.37,NA
"770","RHOV","13_bottom_RHOV","march_alive","march",1.58,NA
"771","RHOV","13_bottom_RHOV","may_alive","may",1.39,NA
"772","RHOV","13_bottom_RHOV","sept_dead","sept",NA,1.803
"773","RHOV","13_middle_RHOV","jan_alive","jan",1.66,NA
"774","RHOV","13_middle_RHOV","march_alive","march",1.46,NA
"775","RHOV","13_middle_RHOV","may_alive","may",1.49,NA
"776","RHOV","13_middle_RHOV","sept_dead","sept",NA,2.745
"777","RHOV","13_top_RHOV","jan_alive","jan",0.56,NA
"778","RHOV","13_top_RHOV","march_alive","march",0.05,NA
"779","RHOV","13_top_RHOV","may_alive","may",0.47,NA
"780","RHOV","13_top_RHOV","sept_dead","sept",NA,NA
"781","RHOV","14_bottom_RHOV","jan_alive","jan",1.83,NA
"782","RHOV","14_bottom_RHOV","march_alive","march",0.67,NA
"783","RHOV","14_bottom_RHOV","may_alive","may",0.66,NA
"784","RHOV","14_bottom_RHOV","sept_dead","sept",NA,NA
"785","RHOV","14_middle_RHOV","jan_alive","jan",1.09,NA
"786","RHOV","14_middle_RHOV","march_dead","march",NA,NA
"787","RHOV","14_middle_RHOV","may_dead","may",NA,NA
"788","RHOV","14_middle_RHOV","sept_dead","sept",NA,NA
"789","RHOV","14_top_RHOV","jan_alive","jan",1.7,NA
"790","RHOV","14_top_RHOV","march_dead","march",NA,NA
"791","RHOV","14_top_RHOV","may_dead","may",NA,NA
"792","RHOV","14_top_RHOV","sept_dead","sept",NA,NA
"793","RHOV","15_bottom_RHOV","jan_alive","jan",1.69,NA
"794","RHOV","15_bottom_RHOV","march_dead","march",NA,NA
"795","RHOV","15_bottom_RHOV","may_dead","may",NA,NA
"796","RHOV","15_bottom_RHOV","sept_dead","sept",NA,NA
"797","RHOV","15_middle_RHOV","jan_alive","jan",2.93,NA
"798","RHOV","15_middle_RHOV","march_dead","march",NA,NA
"799","RHOV","15_middle_RHOV","may_dead","may",NA,NA
"800","RHOV","15_middle_RHOV","sept_dead","sept",NA,NA
"801","RHOV","15_top_RHOV","jan_alive","jan",2.5,NA
"802","RHOV","15_top_RHOV","march_dead","march",NA,NA
"803","RHOV","15_top_RHOV","may_dead","may",NA,NA
"804","RHOV","15_top_RHOV","sept_dead","sept",NA,NA
"805","RHOV","16_bottom_RHOV","jan_alive","jan",3.48,NA
"806","RHOV","16_bottom_RHOV","march_alive","march",4.06,NA
"807","RHOV","16_bottom_RHOV","may_dead","may",NA,NA
"808","RHOV","16_bottom_RHOV","sept_dead","sept",NA,NA
"809","RHOV","16_middle_RHOV","jan_alive","jan",2.23,NA
"810","RHOV","16_middle_RHOV","march_alive","march",2.61,NA
"811","RHOV","16_middle_RHOV","may_alive","may",2.2,NA
"812","RHOV","16_middle_RHOV","sept_dead","sept",NA,NA
"813","RHOV","16_top_RHOV","jan_alive","jan",1.62,NA
"814","RHOV","16_top_RHOV","march_alive","march",0.88,NA
"815","RHOV","16_top_RHOV","may_dead","may",NA,NA
"816","RHOV","16_top_RHOV","sept_dead","sept",NA,NA
"817","RHOV","17_bottom_RHOV","jan_alive","jan",2.21,NA
"818","RHOV","17_bottom_RHOV","march_alive","march",1.13,NA
"819","RHOV","17_bottom_RHOV","may_dead","may",NA,NA
"820","RHOV","17_bottom_RHOV","sept_dead","sept",NA,NA
"821","RHOV","17_middle_RHOV","jan_alive","jan",2.24,NA
"822","RHOV","17_middle_RHOV","march_alive","march",2.06,NA
"823","RHOV","17_middle_RHOV","may_alive","may",2.38,NA
"824","RHOV","17_middle_RHOV","sept_dead","sept",NA,NA
"825","RHOV","17_top_RHOV","jan_alive","jan",2.36,NA
"826","RHOV","17_top_RHOV","march_alive","march",1.94,NA
"827","RHOV","17_top_RHOV","may_alive","may",1.04,NA
"828","RHOV","17_top_RHOV","sept_alive","sept",1.011,NA
"829","RHOV","18_bottom_RHOV","jan_alive","jan",2.21,NA
"830","RHOV","18_bottom_RHOV","march_dead","march",NA,NA
"831","RHOV","18_bottom_RHOV","may_dead","may",NA,NA
"832","RHOV","18_bottom_RHOV","sept_dead","sept",NA,NA
"833","RHOV","18_middle_RHOV","jan_alive","jan",2.29,NA
"834","RHOV","18_middle_RHOV","march_alive","march",1.51,NA
"835","RHOV","18_middle_RHOV","may_alive","may",1.34,NA
"836","RHOV","18_middle_RHOV","sept_dead","sept",NA,NA
"837","RHOV","18_top_RHOV","jan_alive","jan",2.53,NA
"838","RHOV","18_top_RHOV","march_alive","march",1.63,NA
"839","RHOV","18_top_RHOV","may_alive","may",1.4,NA
"840","RHOV","18_top_RHOV","sept_dead","sept",NA,NA
"841","RHOV","19_bottom_RHOV","jan_alive","jan",3.9,NA
"842","RHOV","19_bottom_RHOV","march_dead","march",NA,NA
"843","RHOV","19_bottom_RHOV","may_dead","may",NA,NA
"844","RHOV","19_bottom_RHOV","sept_dead","sept",NA,NA
"845","RHOV","19_middle_RHOV","jan_alive","jan",2.42,NA
"846","RHOV","19_middle_RHOV","march_dead","march",NA,NA
"847","RHOV","19_middle_RHOV","may_dead","may",NA,NA
"848","RHOV","19_middle_RHOV","sept_dead","sept",NA,NA
"849","RHOV","19_top_RHOV","jan_alive","jan",2.67,NA
