flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00342_20220410115845,11:58:45,2022-04-10,PFA-00370,PSA-00387,PSF-00342,0.000000,0.000000,0.000000,191.444748,162.176727,0.152880,0.448533

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,171.569473,9962.056641,1
0.010000,179.149033,9962.056641,1
0.020000,180.840256,9962.056641,1
0.030000,181.425690,9962.056641,1
0.040000,181.604507,9962.056641,1
0.050000,181.598068,9962.056641,1
0.060000,181.535843,9962.056641,1
0.070000,181.459671,9962.056641,1
0.080000,181.335571,9962.056641,1
0.090000,181.232925,9962.056641,1
0.100000,181.112762,9962.056641,1
0.110000,181.045883,9962.056641,1
0.120000,180.924301,9962.056641,1
0.130000,180.796982,9962.056641,1
0.140000,180.671448,9962.056641,1
0.150000,180.529831,9962.056641,1
0.160000,180.406448,9962.056641,1
0.170000,180.243011,9962.056641,1
0.180000,180.116058,9962.056641,1
0.190000,179.965851,9962.056641,1
0.200000,179.810638,9962.056641,1
0.210000,179.649002,9962.056641,1
0.220000,179.503082,9962.056641,1
0.230000,179.358246,9962.056641,1
0.240000,179.213409,9962.056641,1
0.250000,179.081085,9962.056641,1
0.260000,178.940170,9962.056641,1
0.270000,178.800705,9962.056641,1
0.280000,178.669098,9962.056641,1
0.290000,178.528183,9962.056641,1
0.300000,178.388351,9879.045898,2
0.310000,178.261749,9796.036133,2
0.320000,178.191666,9713.025391,2
0.330000,178.052185,9630.014648,2
0.340000,177.902344,9547.004883,2
0.350000,177.831177,9463.994141,2
0.360000,177.680618,9380.984375,2
0.370000,177.606583,9297.973633,2
0.380000,177.454956,9214.962891,2
0.390000,177.313690,9131.953125,2
0.400000,177.246445,9048.942383,2
0.410000,177.104111,8965.932617,2
0.420000,177.025436,8882.921875,2
0.430000,176.897400,8799.911133,2
0.440000,176.740402,8716.901367,2
0.450000,176.554794,8633.890625,2
0.460000,176.391006,8550.880859,2
0.470000,176.203247,8467.870117,2
0.480000,176.080948,8384.859375,2
0.490000,175.898560,8301.849609,2
0.500000,175.759430,8218.838867,2
0.510000,175.589920,8135.828613,2
0.520000,175.433990,8052.818359,2
0.530000,175.265915,7969.808105,2
0.540000,175.116776,7886.797363,2
0.550000,174.914719,7803.787109,2
0.560000,174.776672,7720.776855,2
0.570000,174.560669,7637.766602,2
0.580000,174.408310,7554.755859,2
0.590000,174.199097,7471.745605,2
0.600000,174.099319,9962.056641,3
0.610000,174.125793,9962.056641,3
0.620000,174.024582,9962.056641,3
0.630000,173.911926,9962.056641,3
0.640000,173.762436,9962.056641,3
0.650000,173.593277,9962.056641,3
0.660000,173.401947,9962.056641,3
0.670000,172.840118,9962.056641,3
0.680000,171.437866,9962.056641,3
0.690000,171.133514,9962.056641,3
0.700000,170.726898,9962.056641,3
0.710000,170.252686,9962.056641,3
0.720000,170.060638,9962.056641,3
0.730000,169.949051,9962.056641,3
0.740000,169.799927,9962.056641,3
0.750000,169.656158,9962.056641,3
0.760000,169.522766,9962.056641,3
0.770000,169.393295,9962.056641,3
0.780000,169.262772,9962.056641,3
0.790000,169.138306,9962.056641,3
0.800000,169.022079,9962.056641,3
0.810000,168.912643,9962.056641,3
0.820000,168.798920,9962.056641,3
0.830000,168.704147,9962.056641,3
0.839999,168.581848,9962.056641,3
0.849999,168.480270,9962.056641,3
0.859999,168.365128,9962.056641,3
0.869999,168.257111,9962.056641,3
0.879999,168.153412,9962.056641,3
0.889999,168.043259,9962.056641,3
