flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00342_20220408080800,08:08:00,2022-04-08,PFA-00370,PSA-00387,PSF-00342,454.391968,66.602470,0.853425,0.000000,0.000000,0.000000,0.239217

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,201.177475,5977.226074
0.010000,308.813446,5977.226074
0.020000,351.860046,5977.226074
0.030000,366.084351,5977.226074
0.040000,372.130035,5977.226074
0.050000,377.444733,5977.226074
0.060000,385.060059,5977.226074
0.070000,395.655518,5977.226074
0.080000,407.881012,5977.226074
0.090000,419.697052,5977.226074
0.100000,429.604065,5977.226074
0.110000,437.218323,5977.226074
0.120000,442.525879,5977.226074
0.130000,446.261658,5977.226074
0.140000,448.885925,5977.226074
0.150000,450.691589,5977.226074
0.160000,451.985840,5977.226074
0.170000,452.902435,5977.226074
0.180000,453.577271,5977.226074
0.190000,453.963867,5977.226074
0.200000,454.215637,5977.226074
0.210000,454.347961,5977.226074
0.220000,454.379791,5977.226074
0.230000,454.391968,5977.226074
0.240000,454.345825,5977.226074
0.250000,454.287872,5977.226074
0.260000,454.202423,5977.226074
0.270000,454.091919,5977.226074
0.280000,453.972107,5977.226074
0.290000,453.862305,5977.226074
0.300000,453.770752,5977.226074
0.310000,453.650940,5977.226074
0.320000,453.537231,5977.226074
0.330000,453.433502,5977.226074
0.340000,453.310120,5977.226074
0.350000,453.240753,5977.226074
0.360000,453.208557,5977.226074
0.370000,453.164581,5977.226074
0.380000,453.134521,5977.226074
0.390000,453.119507,5977.226074
0.400000,453.086975,5977.226074
0.410000,453.061218,5977.226074
0.420000,453.000793,5977.226074
0.430000,452.970032,5977.226074
0.440000,452.981476,5977.226074
0.450000,452.947845,5977.226074
0.460000,452.947144,5977.226074
0.470000,452.999725,5977.226074
0.480000,453.067291,5977.226074
0.490000,453.148132,5977.226074
0.500000,453.292236,5977.226074
0.510000,453.421722,5977.226074
0.520000,453.531860,5977.226074
0.530000,453.652374,5977.226074
0.540000,453.768250,5977.226074
0.550000,453.885559,5977.226074
0.560000,453.988556,5977.226074
0.570000,454.104767,5977.226074
0.580000,454.180603,5977.226074
0.590000,454.231384,5977.226074
0.600000,454.201691,5977.226074
0.610000,454.128754,5977.226074
0.620000,454.027893,5977.226074
0.630000,453.915588,5977.226074
0.640000,453.824768,5977.226074
0.650000,453.728546,5977.226074
0.660000,453.652374,5977.226074
0.670000,453.588379,5977.226074
0.680000,453.513611,5977.226074
0.690000,453.440674,5977.226074
0.700000,453.360565,5977.226074
0.710000,453.282593,5977.226074
0.720000,453.192108,5977.226074
0.730000,453.088745,5977.226074
0.740000,453.011505,5977.226074
0.750000,452.906738,5977.226074
0.760000,452.819122,5977.226074
0.770000,452.748657,5977.226074
0.780000,452.646027,5977.226074
0.790000,452.598450,5977.226074
