flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20230321124206,12:42:06,2023-03-21,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,208.806564,99.620461,0.522906,963.694885

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,154.491669,9987.059570,1
0.010000,181.374191,9987.059570,1
0.020000,191.311234,9987.059570,1
0.030000,196.350220,9987.059570,1
0.040000,198.910828,9987.059570,1
0.050000,200.318451,9987.059570,1
0.060000,201.140289,9987.059570,1
0.070000,201.653122,9987.059570,1
0.080000,202.057602,9987.059570,1
0.090000,202.323318,9987.059570,1
0.100000,202.571518,9987.059570,1
0.110000,202.753189,9987.059570,1
0.120000,202.927353,9987.059570,1
0.130000,203.081848,9987.059570,1
0.140000,203.210236,9987.059570,1
0.150000,203.341125,9987.059570,1
0.160000,203.440186,9987.059570,1
0.170000,203.571075,9987.059570,1
0.180000,203.652267,9987.059570,1
0.190000,203.751328,9987.059570,1
0.200000,203.828217,9987.059570,1
0.210000,203.886505,9987.059570,1
0.220000,203.944443,9987.059570,1
0.230000,204.023117,9987.059570,1
0.240000,204.063538,9987.059570,1
0.250000,204.130768,9987.059570,1
0.260000,204.185135,9987.059570,1
0.270000,204.219101,9987.059570,1
0.280000,204.253799,9987.059570,1
0.290000,204.274536,9987.059570,1
0.300000,204.324600,9903.843750,2
0.310000,204.313522,9820.626953,2
0.320000,204.353210,9737.410156,2
0.330000,204.339630,9654.193359,2
0.340000,204.356430,9570.977539,2
0.350000,204.373596,9487.760742,2
0.360000,204.364655,9404.543945,2
0.370000,204.371094,9321.327148,2
0.380000,204.358582,9238.110352,2
0.390000,204.365723,9154.894531,2
0.400000,204.395416,9071.677734,2
0.410000,204.384689,8988.460938,2
0.420000,204.380386,8905.244141,2
0.430000,204.376465,8822.028320,2
0.440000,204.386826,8738.811523,2
0.450000,204.263092,8655.594727,2
0.460000,204.239136,8572.377930,2
0.470000,204.096436,8489.161133,2
0.480000,204.063538,8405.945312,2
0.490000,203.926208,8322.728516,2
0.500000,203.906540,8239.511719,2
0.510000,203.762054,8156.294922,2
0.520000,203.728790,8073.078613,2
0.530000,203.595047,7989.861816,2
0.540000,203.574295,7906.645508,2
0.550000,203.378677,7823.428711,2
0.560000,203.370804,7740.212402,2
0.570000,203.192719,7656.995605,2
0.580000,203.170898,7573.778809,2
0.590000,203.005310,7490.562500,2
0.600000,204.164032,9987.059570,3
0.610000,204.508423,9987.059570,3
0.620000,204.628235,9987.059570,3
0.630000,204.686157,9987.059570,3
0.640000,204.699036,9987.059570,3
0.650000,204.675430,9987.059570,3
0.660000,204.676147,9987.059570,3
0.670000,204.658981,9987.059570,3
0.680000,204.633957,9987.059570,3
0.690000,204.599258,9987.059570,3
0.700000,204.565292,9987.059570,3
0.710000,204.495544,9987.059570,3
0.720000,204.451202,9987.059570,3
0.730000,204.430817,9987.059570,3
0.740000,204.391830,9987.059570,3
0.750000,204.346771,9987.059570,3
0.760000,204.334259,9987.059570,3
0.770000,204.297775,9987.059570,3
0.780000,204.258804,9987.059570,3
0.790000,204.225540,9987.059570,3
0.800000,204.194061,9987.059570,3
0.810000,204.144714,9987.059570,3
0.820000,204.130768,9987.059570,3
0.830000,204.100006,9987.059570,3
0.839999,204.081772,9987.059570,3
0.849999,204.048874,9987.059570,3
0.859999,204.015259,9987.059570,3
0.869999,203.976624,9987.059570,3
0.879999,203.938004,9987.059570,3
0.889999,203.892227,9987.059570,3
