flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00338_20230329125040,12:50:40,2023-03-29,PFA-00366,PSA-00383,PSF-00338,0.000000,0.000000,0.000000,118.230194,82.308411,0.303829,839.576294

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,93.931320,9987.059570,1
0.010000,104.690193,9987.059570,1
0.020000,108.512878,9987.059570,1
0.030000,110.234497,9987.059570,1
0.040000,110.965851,9987.059570,1
0.050000,111.270187,9987.059570,1
0.060000,111.431839,9987.059570,1
0.070000,111.538765,9987.059570,1
0.080000,111.634254,9987.059570,1
0.090000,111.692551,9987.059570,1
0.100000,111.721870,9987.059570,1
0.110000,111.739037,9987.059570,1
0.120000,111.749413,9987.059570,1
0.130000,111.752274,9987.059570,1
0.140000,111.748337,9987.059570,1
0.150000,111.749054,9987.059570,1
0.160000,111.724380,9987.059570,1
0.170000,111.694695,9987.059570,1
0.180000,111.654640,9987.059570,1
0.190000,111.607071,9987.059570,1
0.200000,111.562012,9987.059570,1
0.210000,111.509087,9987.059570,1
0.220000,111.465813,9987.059570,1
0.230000,111.422897,9987.059570,1
0.240000,111.359955,9987.059570,1
0.250000,111.307381,9987.059570,1
0.260000,111.243370,9987.059570,1
0.270000,111.190796,9987.059570,1
0.280000,111.106400,9987.059570,1
0.290000,111.053825,9987.059570,1
0.300000,110.972282,9903.843750,2
0.310000,110.890747,9820.626953,2
0.320000,110.847832,9737.410156,2
0.330000,110.754486,9654.193359,2
0.340000,110.679749,9570.977539,2
0.350000,110.621811,9487.760742,2
0.360000,110.535622,9404.543945,2
0.370000,110.477684,9321.327148,2
0.380000,110.370399,9238.110352,2
0.390000,110.265259,9154.894531,2
0.400000,110.221626,9071.677734,2
0.410000,110.121490,8988.460938,2
0.420000,110.087875,8905.244141,2
0.430000,109.993103,8822.028320,2
0.440000,109.920502,8738.811523,2
0.450000,109.807495,8655.594727,2
0.460000,109.733459,8572.377930,2
0.470000,109.644058,8489.161133,2
0.480000,109.591484,8405.945312,2
0.490000,109.521034,8322.728516,2
0.500000,109.449860,8239.511719,2
0.510000,109.372620,8156.294922,2
0.520000,109.283920,8073.078613,2
0.530000,109.199524,7989.861816,2
0.540000,109.107971,7906.645508,2
0.550000,108.988167,7823.428711,2
0.560000,108.901260,7740.212402,2
0.570000,108.784676,7656.995605,2
0.580000,108.682755,7573.778809,2
0.590000,108.571175,7490.562500,2
0.600000,108.481049,9987.059570,3
0.610000,108.517166,9987.059570,3
0.620000,108.484985,9987.059570,3
0.630000,108.427048,9987.059570,3
0.640000,108.350159,9987.059570,3
0.650000,108.265045,9987.059570,3
0.660000,108.203171,9987.059570,3
0.670000,108.139511,9987.059570,3
0.680000,108.051537,9987.059570,3
0.690000,107.957123,9987.059570,3
0.700000,107.848404,9987.059570,3
0.710000,107.715729,9987.059570,3
0.720000,107.581261,9987.059570,3
0.730000,107.449654,9987.059570,3
0.740000,107.319115,9987.059570,3
0.750000,107.222198,9987.059570,3
0.760000,107.124924,9987.059570,3
0.770000,107.035873,9987.059570,3
0.780000,106.953262,9987.059570,3
0.790000,106.904984,9987.059570,3
0.800000,106.840607,9987.059570,3
0.810000,106.757996,9987.059570,3
0.820000,106.704353,9987.059570,3
0.830000,106.603500,9987.059570,3
0.839999,106.499435,9987.059570,3
0.849999,106.386780,9987.059570,3
0.859999,106.267693,9987.059570,3
0.869999,106.179718,9987.059570,3
0.879999,106.082794,9987.059570,3
0.889999,105.996254,9987.059570,3
