flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00342_20220410132025,13:20:25,2022-04-10,PFA-00370,PSA-00387,PSF-00342,150.020950,80.005287,0.466706,0.000000,0.000000,0.000000,0.239217

TIME,FLR,PAR
s,,umol+1m-2s-1
0.000000,125.581383,5977.226074
0.010000,140.088196,5977.226074
0.020000,142.431732,5977.226074
0.030000,143.408417,5977.226074
0.040000,143.746017,5977.226074
0.050000,143.967743,5977.226074
0.060000,144.259567,5977.226074
0.070000,144.688370,5977.226074
0.080000,145.198349,5977.226074
0.090000,145.634293,5977.226074
0.100000,146.163589,5977.226074
0.110000,146.769409,5977.226074
0.120000,147.269730,5977.226074
0.130000,147.816177,5977.226074
0.140000,148.416275,5977.226074
0.150000,148.888702,5977.226074
0.160000,149.217728,5977.226074
0.170000,149.567123,5977.226074
0.180000,149.865036,5977.226074
0.190000,150.009506,5977.226074
0.200000,150.020950,5977.226074
0.210000,150.009506,5977.226074
0.220000,149.953720,5977.226074
0.230000,149.812454,5977.226074
0.240000,149.592514,5977.226074
0.250000,149.485229,5977.226074
0.260000,149.370789,5977.226074
0.270000,149.275665,5977.226074
0.280000,149.223083,5977.226074
0.290000,149.162292,5977.226074
0.300000,149.166946,5977.226074
0.310000,149.161942,5977.226074
0.320000,149.114014,5977.226074
0.330000,149.092194,5977.226074
0.340000,149.074677,5977.226074
0.350000,149.067520,5977.226074
0.360000,149.088623,5977.226074
0.370000,149.073608,5977.226074
0.380000,149.053574,5977.226074
0.390000,149.027832,5977.226074
0.400000,149.040695,5977.226074
0.410000,149.149780,5977.226074
0.420000,149.234528,5977.226074
0.430000,149.342529,5977.226074
0.440000,149.503464,5977.226074
0.450000,149.469849,5977.226074
0.460000,149.400467,5977.226074
0.470000,149.426224,5977.226074
0.480000,149.477722,5977.226074
0.490000,149.542099,5977.226074
0.500000,149.610046,5977.226074
0.510000,149.662262,5977.226074
0.520000,149.660110,5977.226074
0.530000,149.679779,5977.226074
0.540000,149.736282,5977.226074
0.550000,149.714828,5977.226074
0.560000,149.562485,5977.226074
0.570000,149.393677,5977.226074
0.580000,149.258133,5977.226074
0.590000,149.061447,5977.226074
0.600000,148.870819,5977.226074
0.610000,148.714188,5977.226074
0.620000,148.599030,5977.226074
0.630000,148.524994,5977.226074
0.640000,148.490662,5977.226074
0.650000,148.482803,5977.226074
0.660000,148.539658,5977.226074
0.670000,148.582214,5977.226074
0.680000,148.592239,5977.226074
0.690000,148.568985,5977.226074
0.700000,148.527863,5977.226074
0.710000,148.489243,5977.226074
0.720000,148.468857,5977.226074
0.730000,148.437027,5977.226074
0.740000,148.437378,5977.226074
0.750000,148.485306,5977.226074
0.760000,148.571854,5977.226074
0.770000,148.610825,5977.226074
0.780000,148.602249,5977.226074
0.790000,148.654099,5977.226074
